mp-1040471 Mn(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756430 BaCoBP2HO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756977 Na2CaV12O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504184 TaFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180723 Li4Mn3Ni2Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222758 CoH14SeN5O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-770505 ScTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777414 Li12Co3NiP4(CO7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573010 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556997 Ni3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561754 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113475 KSm(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-22398 K5Sm(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215732 BaLu2NiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558147 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180305 NaNdMgWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850191 Mg2CoSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222580 MoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560338 MnGeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754123 Li3V2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18233 Li2TiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213231 Co(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541137 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556141 MoW11O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755939 Li2FeSi3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759016 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211565 Li5V3Cr2O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275612 Mo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556966 Li2Si2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766817 NaLiMn2Fe4(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605771 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766603 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555215 KCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758665 Mn(Cu3O4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505679 Nd4CuNiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763464 Li3Fe2(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557332 KY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1293247 Ba2MnTeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-863361 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625679 MgTi2Pb4WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-675006 KVMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757465 KLaMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774821 LiIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510638 CaNdMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222767 Li7Co5O12 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-758286 LiFe5(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863371 Li4VFe(TeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757103 Ca3La5Mn6(CuO12)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753282 Li4Fe2Co3Ni3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756993 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173226 CoN7O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216107 Mn3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641247 MnZnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212685 KLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757813 Li5VO3F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762840 Li5Cr3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560076 Sr2MnCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1314852 RbFe3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9958 BeCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540779 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222639 Li3V(TeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773165 Na2Mn(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176939 NaCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759909 Rb2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204069 K2Cu2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755638 Li3VOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540757 K2RbPrV2O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1224205 LiV5H18N2O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22946 Sr3NiPtO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222059 MnZn4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208038 LiV2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25396 Mg14MnZnO16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228336 Fe2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303453 Rb2MnH2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557105 Li3Mn(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561541 Na2TbPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227642 YV(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754438 MnH4(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775216 Al5(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764057 LiCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308540 KCo4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173880 Li2V2P2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1195983 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221356 Ti2MnZnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850427 K2UCr(IO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765219 CoH2SeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1206497 KLi2FeO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-22974 CrO2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-705194 K2NaV5H10O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757347 Na5LiNi2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557365 CaLa2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572375 Li4MnSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756411 LiVP4(H2O3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211497 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775753 Sr2NdMn3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076107 Mn4OF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752912 V2S2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248625 FeBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542563 VOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753458 Li2Cr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208207 NbP6(WO8)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-15619 LiCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26462 CsTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771133 CsMn2V2ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227081 Rb2LiNiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763362 VAsO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1306614 CoTeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194343 V2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10551 Ca2MnP2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19275 Li3MnBAsO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754656 LiTi3V(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780526 Mn2PClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758805 MgAlFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759163 NiPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776054 ZnNiF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761101 Tl3Cr4AgO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175981 Ba4ScReWO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541741 VSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699555 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211353 V2PbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-653788 V2Cd2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193851 LiY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600168 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194810 VReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757606 V2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211821 Na2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766693 RbFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752823 V2Zn3(P2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197982 Na2Mg3(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561239 Th(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775771 Cr2H2Pb4ClO10F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757366 MnC5IO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197208 Co2H31S2N9O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215128 MnNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3948 Al8Zn3CoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193066 Cs2VS5O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753300 Li4Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771705 Mn3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194659 Y2Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562797 Cs6Cr2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19173 Al4(CoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1036755 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778828 K2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218391 Li2Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174090 SrCaNbCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213230 SrVPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18492 FeB6(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560157 K2MoSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211658 Na2Zn11(MoO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556759 CrCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226964 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770995 TiNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173688 BaCr2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218688 MgCr(GeO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755022 TiNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213667 Ni3P2(HO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193859 Mn3Cu3(TeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735483 V4(P2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755773 Ba2YNi2F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002574 MgCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771882 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756331 BaLa3TiCr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18753 TmWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756986 Li4Mn3Fe(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26600 Fe8H10O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220416 Ta3NbV4O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775190 CoNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272352 InCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17724 LiTi2VO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1303638 Li2NiSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-843 UCrO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777778 TaZn2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25261 K3ReMoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1309863 RbY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218326 Na2YMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761008 MgFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19497 Mg(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764344 MnBePO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13252 RbSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15002 Na3Mn2BO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192793 Li2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775018 ThTe2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178826 CaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16892 LiFe2P2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753011 Li2Co2P2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199318 LiCoGeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766032 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556104 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209660 BaLa(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103452 LiNbFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-746324 ScCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559798 Nd2Tl(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194448 Sr3Fe2Cu2Se2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758354 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218895 Na6CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555993 NiH12S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774659 Li9(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769634 Li2MnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180080 Ni(ClO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754097 Li3Mn(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774792 HoCoC6(N3O2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178498 Y2ZrWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174215 Na2HoPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23637 MnSeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224672 CoP2H17N4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557413 V4Ag2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641016 Ca3MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178313 Li4Ni2C4SO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556533 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281111 LiV2P2HO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764518 Li3Co2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780583 V2Bi8O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-541006 CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205048 Li2Mn(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19449 LiFe7(OF3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777379 Li8Mn7Fe(BO3)8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175601 CaMgV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504351 NiF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752976 Zn(FeO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757558 Rb5Er(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754873 CoP3H16N4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1309481 Li2Fe2C2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1228399 KV5Zn(H8O11)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1174502 Cs5Bi(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556276 YMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305204 V12Ag5O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-865024 Na2CaV12O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756536 RbLiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210927 RbMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219320 Li2FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19083 CoH15Br2(N3O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180767 Mn9FeO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755571 Rb5Al(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204049 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4438 Na2CoAuF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210378 K3Mn3H2C12O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581396 Ba2CoSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2279 CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198550 Ni2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755694 ThV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227535 Li10Fe3Co7O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22938 Cs2Cd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762700 LiVCr(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698316 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14349 Li3V2P4(HO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759038 NaV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205017 V2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779092 La12Ga23MoO56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779014 NiPNO10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-558757 KSc(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867558 Cs2V5H5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752787 Ca3Fe2Cl2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221264 CaMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11633 TlV2SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752968 SmV2IO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27186 Na3Cr2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183696 Mn3OF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198549 Li2FeCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175910 SrCa7Ti3Mn5O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18921 K2NaMo(OF)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1175639 LiDy(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744463 MgCoF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-2286 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179980 Li11Fe6F29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26179 KFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22169 Li3VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768716 SrLaMn2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759067 BaNi2(AsO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304468 Li2Co4OF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19292 Li2TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769504 LiVFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705676 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103556 CdTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113959 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754958 Li4FeCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100544 MgCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557144 Ca2MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209973 ZnCr4NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573242 H48PtW6C8(NO)24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560760 V2OF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221286 Li2MnCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770967 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752558 Ta2Zn2CrO8 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-743839 Li9V3P8O29 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-559178 Sr2MnTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754229 LiMoIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765588 CoAg(N3O4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175305 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177667 Na5VO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-782662 V3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775014 BaNdFeCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191214 LiMnPO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176063 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218351 Sr2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275120 MgFe2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194869 LaSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24069 KUVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19406 Sr3LaTa2(CoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18994 RbV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756298 Co6O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212751 CaLaMnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19017 SmMoO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768637 Tm2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197579 VCu2HO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24755 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754441 LiMn2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213801 Mg14ZnFeO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752683 VZn2IO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036862 CrBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759574 LiMnCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19073 MnZn4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201601 Li3Ti2V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
