mp-1196872 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176494 MgV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196938 LiV2O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769585 V2ZnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214859 Li32Ti3Cr13O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1132757 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704360 LiVFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227825 V2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175169 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772441 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558386 LiVSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212352 ScBi3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647969 Li2Ti(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757718 V2ZnH18(N3O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704535 Na3MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176925 Dy2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569040 Y2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200859 Co3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766120 V2Bi8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754298 KNd(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217509 CaV4O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849733 BaCr4O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194619 Mg(MoO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765733 Na6TeMo6(H22O23)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104265 Na2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105138 Li2Mn3(BO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-625700 LiCoSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505009 Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759934 Y2W2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198660 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760972 La2MnP2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554213 Mn(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 Co4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203448 Y2W2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757415 Mg30FeCuO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744610 BaLaMnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752560 NaU4V3O20 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-18898 PrCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560154 Li4Cr2Fe3Co3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013911 Ba2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753093 Mg30CuNiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584942 Tl2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219603 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26662 Li4Mn9O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191084 V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755653 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752794 LaCrCuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758146 NbVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-976868 TlCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510568 RbCrClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770487 VZn2HO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228643 Ca3Fe2Br2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196692 K5YNi2(NO2)12 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753525 V2P2H6PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19406 MgMo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759469 LiEu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200592 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195152 MgTi4MnZnNiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1319088 V2OF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1207601 AlCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209660 Na2VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753849 Na6CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758862 V2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-782642 FeH4S2NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214299 KTaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19378 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078353 KBaV3Cd2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18982 La2MnVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753488 K2Sc2P2WO12 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1216762 KVPHO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752855 BaV2H2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780331 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760391 Ca2Al2FeSi3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176658 Li4VO3F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-9403 VH16C4(NO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174643 Li4Cr3Co3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647812 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761279 MgMnB2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764002 LiMn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545522 Li2VF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559525 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227949 LiVSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209716 NaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1319687 Fe10O11F9 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-557087 Sr3LaTi2Mn2O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14118 Li4AlCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207052 CaV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198857 Li2Fe2(CO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23388 VIn(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770510 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540314 Li6Cr3Sb3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193851 BaFe2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210927 Li5Mn(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639312 Li2MnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196429 Mg2Ta2NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559178 Tl2Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18545 LiVPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4436 Li2Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776777 NaNi2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038154 V2Fe4Mo3O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217521 ZnCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775994 BaCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849483 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557654 MnSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556157 Li2NiBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217927 LiFeSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744580 Li2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755701 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194161 Ca2Mo2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17138 La2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173882 Li5Mn2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759216 Fe5Te(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228110 Cr4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556638 Li2VGeO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1224220 AlTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193763 Cs2NaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764874 LiCoSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19240 CsRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208718 Li5Fe2Cu3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18784 K3Cr(HO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1467 RbLiNd2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19247 Li32Ti3Cr13O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573231 CsY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780780 LiIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752764 Li4Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699908 ZnCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777758 NaFeO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1667148 KCa10V7O28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31517 K2Mo4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764345 Tl3Cr4AgO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12635 VPPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867962 NiB6(H8O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759839 Li2CoO2F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1247689 BaMoI4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757366 CoPNO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26561 Li3Mo3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176846 Cr4AgBiO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195528 NaVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291447 YV(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757268 Rb2MnV2(ClO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194929 Cr2Hg2H2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26559 K4Cr(NO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-646182 Li2UWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199882 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200408 HoMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192147 MnFeCo(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26079 V2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662219 Mg3V6(FeO6)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105546 Li6Ca12Mo4N16O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079362 VO Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-19209 RbTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774229 KLaMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1069079 V2P2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 Na2Ni3(P2O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755305 MnPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18889 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-863421 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274793 LiTi2V3O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-540767 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627119 Ba3MnSb2O9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-754143 CrPtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774155 HoVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557323 V3(P3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1651584 ErBiW2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1313379 MnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558859 Li2Si2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18890 TiMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19453 MnGeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-695554 ZnMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199973 SrCrF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780586 BaCo2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17857 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559308 YbMn4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558255 Al2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221716 Li2VOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555354 Na2V2ZnO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201392 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-603241 Fe3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554541 Li7Mn8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759301 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776152 CsLiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755396 Sr9Fe(PO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766624 La15Mn16O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765473 KV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776449 BaV8O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757214 CaNiAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758255 K2RbMoF6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1222689 NiHgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772525 V5Bi17Pb5O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275528 Li7Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752972 Ti3FeCu2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622258 LiMnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197813 VZnSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297665 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221103 CaZrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17544 Ca2CoIrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643412 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198550 Sr2MnGaO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223721 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756667 Mg(CoO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757299 V6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642974 Na3MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193391 K4Ni(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-630641 Li2FeO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1643811 Li4V3Cr3(FeO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208115 TmAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756533 Li2VF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778621 VO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214095 Mn2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1063268 FeSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744841 Li4VO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30136 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273649 Na2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770357 V2(OF)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19168 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174346 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177463 Li3CrSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777701 Nd2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558040 Ba3MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1097889 Cr2WO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1226173 Li3MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698262 BaLaTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558721 TiNbFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625679 Ti3CrCu2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699555 Nb12WO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18940 LaFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19455 Mn(CO)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-705894 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772673 NaFe(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177655 Na2CaV12O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763901 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-996995 Li2AlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304535 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19400 Eu2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24620 LiVNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777878 La3CoW(SO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1098739 Ga2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690544 Fe3Co(BiO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218676 Mn5FeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096875 Li2Cr3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318458 K2MgMo2(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204412 Na3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201837 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743697 Ca8Fe5(WO8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558666 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777675 BaMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176545 Li2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562961 ZnCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558836 MgNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777862 Ca2NbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554485 CrSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204461 CsSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222155 Rb2VCuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561026 NaMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555114 Ba3NiSb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26619 TlCrNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562742 Na2MnCdFe(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176540 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556640 Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775211 CaV4(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505253 YMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239384 MoO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1214954 Li5VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23532 Na4Co7(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-618968 Sr2MnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704306 Li2CoNi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10030 SrCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2157 Rb3YV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756075 RbLaMnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174932 SrCa7Ti2Mn6O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849447 Na5MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762643 FeBP(HO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079517 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704238 Li2Mn3F8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207819 MgV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758390 Li4Fe(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650943 Mo3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207431 LiFe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775216 Li7V3(SiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771882 Na6U(Mo2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194869 K2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218326 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176994 Mn(NO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13997 LiFePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-996996 NdVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780102 Li3Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773025 Co4Pb(CO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218246 MnCd4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218935 MnSb3XeF23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558765 Mn6O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178789 Li3Mn4(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193172 TaZn2NiO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19148 RbV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177024 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-851087 V2B(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23789 K6Cr2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772717 NaCoH4SO6F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189563 YCo3Se2ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762840 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225960 NaFe3O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177545 MgTi2NiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768376 Mn5O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753481 LiPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758323 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228358 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211704 Li3Mn2(P2O7)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-18951 CaV(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720829 LiFePO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754391 NbFe3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756947 RbLiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849222 CoH2PbN3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23111 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
