mp-1199268 K5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561817 Ba2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735513 Cs2CoAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-650024 Li4Co5SnO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211821 Ca2MnP2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-578604 MgTiNiP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205972 Nd2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771327 Li2Mn3O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6768 Na2Hf(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036709 Mg14AlFeO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-627119 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752650 KLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219599 Li3MnOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769630 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196001 Ba3SrCa2(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178537 CsNd(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177931 Li3Cr4FeO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1076759 LiMnNbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1643412 Li4MnCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764607 Li2Ni(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287629 NdMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777443 NbVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31123 Rb7U8V2ClO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3950 Sr2YFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773513 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850874 Mn3CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212820 MnH4(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7677 SrMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-644594 Cr2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198080 BaTe2Mo2(HO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22373 V2Pb3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194639 Sr4Re2NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767632 Mo(CO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761279 Mn3Ag(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774577 LiFe4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173992 Li5Mn(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554492 CoSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218817 CsTb(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771954 Sr4Fe3ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176658 Na5Mn3S4(O4F)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18398 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867594 VZn2IO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-573180 K2ZnCr4(HO4)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-510629 VIO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20986 LaTiZnFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753659 V4O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282721 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192462 V2Cu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25963 CsMnH4(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510607 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17450 ZrV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752488 NaVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774383 Sr3MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-40761 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-674464 Na2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201582 Cs3MnF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174937 K2Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757064 Li2Ni(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22173 MnFe2(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756707 NaV8O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760101 MoH12C4S2(BrO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19162 NdCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196385 BaCo2Sn4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555607 Li2NiBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173004 RbIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770386 LiMnP3(H5O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-745118 LiTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23999 RbMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176488 FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176873 Ca2VClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756409 Ni(BO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26626 Sr2Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228131 TmCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23689 KTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554429 MgMn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557923 LiMn2(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756527 Li7Co5O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1253319 Ta2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555327 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757179 Mn3ZnO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-6213 SrMgV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32311 CrOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222267 ZnMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228516 Li2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18601 RbLiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766811 Na6CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756657 CaCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1254661 NiBPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778991 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1287634 Rb2TlCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770903 LiMn(PO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18949 La2Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764613 Li2V3O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765411 Li2FePHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774346 CsVSO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759391 K2Mo3SO17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25948 FePH5NO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226781 Na3MnAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213321 Cr(Bi7O12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754851 CoTe(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206730 Li3VOF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201418 CrHg5O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191127 Ba2MoO3F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542979 CsNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196585 NaV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735530 K2MgZr(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223290 CaV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753647 FeHO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1297665 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209582 Fe13O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212125 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227920 SmCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555784 Li5Mn(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216433 Ba7Nb4MoO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22421 Ba2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772500 NaFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16917 MgCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177939 NiB4O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-12117 LiFe3P3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17542 Na4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25979 YMn3Se2ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281638 NaFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755468 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182833 K5HfIn(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211443 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173962 Li5(CoO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764885 Li2Mn3VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753066 MnTeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757151 Li5MnO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21778 Ca3V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291753 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753602 Li3V(H6O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760848 MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1298274 NaLi2MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-35078 Ca2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227842 Li4Al3Cr3(SbO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778187 Sr2Co(ClO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201217 La17Mn17O54 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238416 SrCaMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17968 K2VPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199757 FeP2WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754465 Li4Ti3Mn3(CuO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22224 Sr2TiMnO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209266 CoSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223021 CrCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1016153 Li(NiO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25455 Mn3OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1039764 Ca2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774155 MnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197579 Ba3NiSb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103556 NaCrF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756380 Hg2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175827 Sr4LaMn5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209389 CaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641562 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076561 Ca2NiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557449 Cr2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755485 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10909 MgFe3P3O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777408 Bi2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223991 V2Zn3(P2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14941 YAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096875 Ta2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211686 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19374 VAs2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205311 PrMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192793 Li2Cr3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756450 FePHC4(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180305 LiNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182540 Na4Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10542 CaMo3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556474 Zn(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765596 SrV3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195784 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17006 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213137 Na2Mo(H2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778220 Ca3Fe2Br2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771887 GdV(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780434 Co3TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220757 Li2MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760393 Ta2CrNO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096946 Fe5O7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29793 LiNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780184 SrZnNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754780 LaNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755332 Pr3VGeO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766128 Li8VO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18733 LaMgFeSnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216763 Ba2VI5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1278941 Sr2V(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1306353 V2ZnP3NO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226430 VAgSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19752 NaCaVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770895 Fe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639456 MoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759453 LiNbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215102 SrZnCo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753432 Sr2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22113 La2Fe(SeO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758214 FePNO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753346 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510526 KLa5V2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177617 Fe2GeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625576 Na3VSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18856 NbFe7(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19464 Na5Lu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19406 Sr3Fe2Cu2Se2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755965 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560628 V2ZnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555560 FeSb3Pb4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772559 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19490 V4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541508 LaVH2I4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758608 SrMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505247 CsFe(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558897 Mg2Fe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772210 Nd2(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1076074 Pr2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209740 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1647042 UV2PbO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759690 Li2TiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697924 NiH2SeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-945 Li4CrFe3Cu2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1147668 V3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558147 Fe3(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505153 K3ScV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100746 FeSeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777816 Li2MnOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505784 MoPNO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218585 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699599 Ti5Fe11O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303296 RbCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757681 LiFePH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111522 BaLaMnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753466 LiV3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761233 NaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600233 Li2MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18809 Ba3TiMoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753609 MnPH6NO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752612 MnFe2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776152 FePbC5N6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174304 CaCoGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197146 Ca4Al6MoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636215 DyMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770727 CsSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774337 VH8N2O5F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558997 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218906 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207871 Li4Mn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1312235 Li2Mn2F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777845 Fe6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561539 Na2Mo(H2O3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773095 HfCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775164 Fe11O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24635 Er2WO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213697 LiNbNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26519 MgU(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769528 NaVP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181396 RbV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27597 Mn2H2SO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770887 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219122 SrLa3MnCuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214393 SrMo2(AsO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755073 LiCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554181 LaCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178894 Ba2MgCuNi2F14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224423 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26807 Na2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227224 Li2Si3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19226 MoAs2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176543 K4MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19021 CsMg30MnO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192907 ZnFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037085 VIn(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752601 VBiPbO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176998 Mn5(FeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-649492 Cs6Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20392 BaCr(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078969 Li8FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-998429 Na2NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277428 BaBi12Mo4WO34 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196885 Fe5O7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558956 La2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642938 K2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12174 Er2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771339 CeTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202861 Ba2YNi3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558344 LiV(IO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177807 MnFe2(PO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201795 LiVCO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773176 Co4B6O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555242 LiMnV(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211702 Li4Mn3Sn(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756589 Na2NiPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758195 CaFe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759009 Nb2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556535 RbV3Cd3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248625 SrNdCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204734 Sr2CrWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173923 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754669 Ca2Mn2V3AgO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180190 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554966 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213191 ZnCo(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779022 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215766 TiCrSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774608 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224662 KTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209133 Mn3Nb6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753303 Cs2KNiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17541 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217380 SrMo2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218693 KV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550944 CrAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
