mp-1193901 V16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755545 LiFeSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177211 Li2FeBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20105 SrCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18880 TiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761573 CrOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-615444 SrFeBi2O5 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-752988 YbCr2O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764769 Rb2Mo4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642938 Li2ZnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203404 Ba2V3InO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218246 CrHg3(SO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754295 LiV(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19213 V3Cr(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616232 VInO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1571054 MnNb2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210013 Sr3V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753797 La3Al(FeO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198275 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753014 Li2NbCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542902 Ca3Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26393 MgCrF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554275 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218530 Ta2VO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26711 K2MoS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705372 KFeC6(NO)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10631 Li2CrPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690161 NaCo2P2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764344 Ba2PrV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238483 Li3V2P4(HO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25197 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764345 CaFe3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624689 Cs2Na8U8Mo5O44 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19162 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562506 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207940 Rb3ErV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26956 Li4VCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1251981 Li3TiMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764088 Y4(Mo2O7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752702 LiFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555607 LaNiAsO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 NaCo2H3(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228142 Na2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076131 Na2CoAuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756303 Ca3Fe5Sn3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759642 Mn2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17170 Mo(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556535 NdSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561100 Fe(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532538 Li3NbV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-552051 LiVGeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556461 V(BrO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10544 Tl2Cr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1097023 NaMg2V3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757592 Li2FePO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-5781 CsHo(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554705 Li2Mn3NbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1305171 Li2MnO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18611 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302410 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20968 Ca3Al4CoO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190622 LiMn(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178158 Sr2Fe2S2OF2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196559 Li2AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036983 MoPNO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754479 Li4Cr3Co2Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556220 LiCo2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745257 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198439 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-689943 Na4Th(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18834 Na3FeAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178826 Li2Cr2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32309 LiMnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19660 NaFeSO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214664 La2Mo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205736 Li9V8F48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209244 Li2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176488 CoTeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1290831 Mn3(SO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19453 K3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176407 CsMnMo(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229144 Fe5(OF4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27150 BaLaTiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753929 Li2MnOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616555 K3V3(AsO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779031 Cs2Mo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756125 K2MoSeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25402 MnH4(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302039 CsSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774791 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1577040 BaCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209276 MgCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176772 LiTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744631 Fe3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770768 Li2Ni(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756033 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773050 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1310460 Ca2VBiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174706 Li2VO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104363 CoSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182695 Mg2Ta2VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-691106 Rb2Mo3SO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644594 CoHRu3(CO)13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-672176 CrTe(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31123 Mn2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291800 Ba6V4S11O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7720 Co5O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-540314 ZnCrPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18809 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532540 Li3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22198 Ta2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4146 NaBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761572 Li2V2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510456 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218810 MnSeO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759827 Li2VSiCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1173139 Y2ZrWO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758309 Na2MoAs2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226180 UCd(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-38131 Li8FeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1103778 SrFe2Se2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639333 DyCu(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780118 CaMn2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778404 ZnCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752853 Ta2Zn2CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755830 Li2CoAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177041 PrMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218100 Li6Fe(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104318 UAg2(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25247 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104938 Li2Co(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761224 MgFe2BO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850538 K3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18720 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771013 Li3VAs2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554381 Na3PrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759940 UMnS2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176722 LiFe2P2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182751 K3VH6C4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26111 V(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197156 Sr2TaVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214680 MnPNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752552 Na5Tb(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9235 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755249 Na2NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696630 Li9Mn20O40 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13592 FeNi2BO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19447 GaCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510558 Li4CrGa3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207871 RbNbV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765466 Cs2FeCl5O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19409 V3CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18909 CaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757988 Na2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18723 Cs3Mo5P7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758543 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275124 YbVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743771 PrV2O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651786 Na3LiMo2(H6O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15834 VO2F Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1201801 Li2Ti3MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-653 DyFe3(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561324 KMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219634 K2MoSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753103 NbV3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867554 Mo2P2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561162 SmCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756275 Li2V3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561778 VF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752976 KRb2Mo(OF)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19130 MgZr3Tl10(MoO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557259 BaYb2NiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780142 KNaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745016 Ba2Mn3(AsO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180982 CaFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225937 YAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558049 NdCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002573 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302296 MoP4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228802 Li4Co3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766032 CrCo3C16NO14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100656 Na3NdV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704417 Fe2Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195643 CrC5SO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207659 Li2Cr2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175169 Ta2MnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211704 NiTeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758092 NaMo2P2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-972384 MnH3C5NO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198060 V2Te2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212785 Li15Mn8P8(O4F)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758108 RbHo(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772943 CsTaCo(OF2)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1319466 LiCoCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4408 KMn6As7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193772 Cr2CdH14(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557215 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773455 Sr2CrOsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213681 Li24Mn7Cr5O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286054 Cr2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202181 ErCrHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24597 MoH14C6N2(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755984 Li3MnCoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1292349 Li2Ti3NiO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754028 Li2Fe(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780844 CoH2SeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18869 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1308250 Li3Mn5OF11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177950 Li3CoOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18843 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560480 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209465 Mg30CrCuO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530102 Co(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684996 Cd4Mo3WO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213230 CaCu2(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770191 Li4Mn7(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760938 Mg2Mn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078668 Co(PO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756254 Sm2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744843 Li3Mn2CuO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645159 LiVSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780583 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214103 Na8Ta7VO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764405 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212132 Ba5V3ClO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603241 Ho2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755905 SrLaCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647350 ThCr(IO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752633 LuVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174043 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505469 CoH2SeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1311449 Ba2CaV2(P2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558067 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174431 SmBiW2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752598 Li2V3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5772 Mg2MnWO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-754042 Li3Cr4P5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182413 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-540716 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227632 LiSm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222197 NaNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770737 Li3MnFeCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752941 Cr2XeF10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19112 NiGe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765036 LiFeF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213101 CoF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743839 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867707 LiV(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-863422 Sr2MnGaO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1063607 SrPr3(FeO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26219 Ni(XeF8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755160 Li6V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175575 La7Mn8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19475 LiVFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8638 CaFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213835 ZnCrO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-765509 La4Cu6(MoO4)9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208171 ZnNiBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198080 Li8Fe7Co(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780574 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772682 Li4Ti2Fe3Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18786 LiVF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752688 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510271 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-613910 Ca10V3P3(O12F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775460 Li4Ti3Cr5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174291 LiMnF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18993 Ba3Ho2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1646358 MgCr(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558785 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223359 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773178 NaZnMoHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194810 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777414 SrFe2S2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173823 Ba2FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-604368 K2MnV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556349 Cr4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556766 SmMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244948 PrTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25234 Na2Mo(H2O3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753509 YCr2O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194235 LaCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754793 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178657 Li4Mn3Cu2Sb3O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-17450 Mo(HO2)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-541211 Li4Ti3Nb2Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704944 V2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29581 HoMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192859 LuVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211126 LiV3Zn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218559 V2PbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753224 LiCoBO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216343 Li2NiO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192494 KCa2Mg2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104357 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 K2Th3Mg(MoO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037085 Sr3TaCoO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-762700 Ba2CoGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650315 K2Na2Nb(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753066 VBi(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5834 MnZnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26778 NaU4V3O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850876 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761158 Li2MnNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777480 ThCd(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557578 Cs2ZrMn(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636731 NaCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198002 Na2CaMnAl2P2H2(O5F2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18233 Li4Co3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766011 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542317 NaLiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762249 CsMo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
