mp-562767 KVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752708 MgMn2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220528 Th(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753588 PrTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753525 Li2Mn(PO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25413 Mo12PO40 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210161 Ca2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756408 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558402 K5HfIn(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101318 Ba2Mn2Se2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211136 Sr2MnGaO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218326 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760938 Cr3Ag8(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25232 KNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771143 Li3Co(NiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191064 Na6TeMo6(H22O23)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774821 NaMn3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220980 RbV3(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-552651 CsVSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205471 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10467 CaLaMnFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770948 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765036 KSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213449 Na2CrNiF7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-22006 Li3VPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214963 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18808 LiMg14MnO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510562 V6O5F19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755163 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-532591 Mn2FeReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1285798 ThTe2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213147 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1157256 CaCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653267 La4Ni3WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757151 YV(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-627119 Fe4O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-16051 Tl2Mo2P2O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18901 Li2Ti3Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-688785 KNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25196 FeO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228794 Li3CrSiBO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776367 NbTlV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227671 La7SmMn6(FeO10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560148 MnZn4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26104 NdCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222235 LiV(TeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772174 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27511 RbTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505469 Li2VP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7383 Li3Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560496 LiMnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752853 Li2V(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643670 Ba3Mn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275484 K3Rb5(Mo3O10)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541007 Li2MnVP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773173 Li2Fe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531223 Li3VOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176059 La17Mn18O54 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567250 KVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175454 TiMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19097 Cr2(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555698 Mn6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197813 Sr2Ni(SeO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173624 Li4Mn2Cr3Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1579309 Ca7Ni(IrO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3743 Ca5Nb4(CoO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227669 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1184398 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5274 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192249 LiFe(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764607 LaBMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765342 HoVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25817 YbTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218688 K2Th(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29146 BaY2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505253 CoBi6(SO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10078 Bi7Mo2(AsO8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558956 LiMn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771013 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560338 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1187773 Na2SrMnV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756536 Li4Cr3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174579 Mn13Al4Si2(SbO14)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24069 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555748 CrF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177508 Li9Co7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225259 FeB4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584942 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179076 La24Ni12O49 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5120 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182699 Ni5Sn(BO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-777557 FeH20S2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743581 Ca8Mn8O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19660 MnSeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772974 K2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111145 Li15(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247651 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26740 K2LiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18929 TbMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557226 LiFeSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228499 Rb4V2S4O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105404 Li4Fe(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765981 LiVFe(P2O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177534 Ti3Cr2Sn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556092 La4FeAs4Ru3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4436 VCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772117 Sm2Hf2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752925 Sr5Ca3Mn4(FeO5)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753308 Li3MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177532 Li2FeSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644003 Nd6Mo10O39 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757684 Sr3TaCoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540003 SmMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532403 Na2MnF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198439 Na3Li(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19302 Li3Mn4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18800 KEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752847 CsTm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-640765 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755204 Li4Ti3(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772411 TiBi8W(BrO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18741 ScBi3(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1171327 SrCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178577 SrLaCoRuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218440 Rb3V(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19082 Li2V5O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101309 Li3SiNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562961 UAg2(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753374 Li3Fe2P4HO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754949 VMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561599 Rb2UCr(IO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18784 Fe2GeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649195 Sr2FeClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772528 FePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209982 Yb2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767597 Rb4Te(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771196 Al2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26896 LiLa4MnO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1105194 Rb2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555993 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759543 CaCrP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760294 CaSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19003 Ba2NdMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175877 Bi2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771332 Nd7V2BO17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555327 MnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177282 Ba6Na2Nb2V2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1304884 MgFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003313 Li2Fe2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755925 Ti3Fe2Co(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849692 Li4MnSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772673 Ho2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550468 Nb2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180723 Na2MnPHO3F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561273 Li3V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757012 LiCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757593 RbLiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28207 FeTe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203773 K5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752582 CoAg(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760211 Rb4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773206 Sr2CoSe2(ClO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755566 InNiAg2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28465 Mg2SbMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765407 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626540 Rb2BiMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759067 Li2FeAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20286 Li2V3(OF)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755984 Na2MnSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19206 Li3MnSi2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780670 NiPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849771 Mn(PtO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079577 Li2Mn2P2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761656 MoH12N3O5F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765396 Li10Fe(SiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191925 Mn2SnC10(BrO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-649091 SrCrHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756075 LaV2BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196860 Li15(FeO4)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176388 Na2FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225216 RbCrO3F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221066 Rb2Mo(SO)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-600189 Nd3VGeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867686 SrCo2(AsO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757934 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559120 Cs2VS5O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178826 Li8FeCo9O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560630 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774422 Li4V(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771882 Li2Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757277 K2RbTmV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227573 MoSO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173107 TlCoF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556586 Mn2Sb2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557144 Ta2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203904 Ta2Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223617 KMg2AlFeSi3(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753538 HfCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766691 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221942 CoP3H16N4O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24296 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222548 LiVP4(H2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209180 LiTiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176659 Hg2Mo5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1643016 ZnFeF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-891956 Ca3ScCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684782 NaDy(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764732 Mn6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19376 VP2NCl10O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202511 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208305 LiMn3OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222955 Li4CoOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31755 LiTb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210016 MgV(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773418 CsY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757774 Zn(NiO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743587 Li6MnO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555154 MgCu2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209807 MgMn(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1640786 VPPbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560259 Mg3Co2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-40374 Li4Ti3Nb2Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771788 Li2Fe(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558765 Mg3V2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204672 Li2FeO2F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-771881 Tm2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196885 NaLiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226706 Mn3Zn2(AsO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757755 VReO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27597 Sr3Fe2Ag2S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-40066 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759174 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555068 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744463 Mn3O5F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17554 LiV3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177365 SrCaCo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756551 K2FeH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746672 CoH20S2N6ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867597 LiTi2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752653 K8Zr(MoO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211851 Na3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759788 Li3V(H4O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1354 Ag2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25207 TiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755628 TlIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752958 LiSm(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1638873 LaMgTaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190466 MoH4O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1111550 Zn2CuWO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-17138 CoH19S3N5O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18160 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1087477 Ba2Mn2Sb2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30084 Ba3Ta6Fe2O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103413 ScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1285223 CoSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553910 KV4Ag11O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754294 Ba2SmNb4FeO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12279 Fe(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224890 Nd2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559885 SrMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755602 Rb2MnH12(SeO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771658 Li4V5CuClO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645513 LiFe4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-565447 KV(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196899 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754986 Ni(NF7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562912 Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754081 Rb4Mo5H4Se2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756221 K2VPO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176445 Na2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567270 Li5FeHO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176249 Li4Mn(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1132757 Na2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553919 La3Mo4O16F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555354 CaVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27503 La4ZnCu2MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18880 Sr2MnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775739 MoIrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752697 NaFeBP2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18975 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776295 La2GaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752427 SrLa(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849499 NiH44C12N8(ClO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510725 Li4Fe(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754970 Li4Mn3V3(TeO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-30205 Li4Ti3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758022 Ho2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18832 Ba2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1071505 KDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221645 Ba2ErV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-573180 LiMg30CrO32 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-558075 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754463 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1201418 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561139 Li2U(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226244 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779092 Ca2NiWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220031 YV3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19219 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753252 SrV2TeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754980 LaFe4(BiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1295198 Li2FeSi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562835 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198239 Tl2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174101 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22113 KVTeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175699 Na2VBAsO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210997 CsTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205717 LuMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559736 CoH22C3(N3O4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1256989 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
