mp-753489 Li3V2OF7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-757512 FeAuO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19409 TmTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653922 KNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182260 Li2V(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605091 CaFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19206 MoCl4O Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193798 NbVO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-8866 K2LiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8003 Li4MnFe3(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210781 Li3VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755780 LaVH2I4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227032 ZnCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217217 Mn8O13F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757182 Li3Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1660522 CrHSe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1013911 LiMn3OF8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758625 Sr2GaCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-8165 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551629 ScCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19266 Sr2ZnMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-12063 AgMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744929 VPPbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540439 LiCrBO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100755 CoBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6939 SrFe2S2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099572 YMg30FeO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12280 CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176017 K5Sm(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754743 YbMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758703 LaV2IO9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752518 Fe(Bi5O8)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773019 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765511 MnP2H4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752855 Ba2Co9O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272971 CsNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757086 Rb6U2W4O21 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755890 FeO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753686 Li2NiBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1301636 Na6Mn2As(CO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176902 Sr2CaFe2Bi2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645159 NaVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758046 Li14Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003402 KMgV5O22 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209169 Sr2Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209387 LiFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849639 CaCrBi12(Mo2O17)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211754 CsCoH18N6(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19376 LiPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196616 K4V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3036 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554980 LiMnAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222326 PrSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558835 VCdPHO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198660 Li4V2SiGeO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772117 Cr2Fe3(SiO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19660 NdMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772426 Zn2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849537 La2ZnCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211359 Na3Mn2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770766 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222767 SrCaTiMnO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1221048 VH9C3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27912 K2NaV5H10O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559838 Mn2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777457 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104615 Co3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207118 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757140 Ni(PtO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20968 Na5Y(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228118 Fe2C8SO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214860 Ca2YAs(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1301965 TlVSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559910 Cs2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759543 Cd(CoO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-33500 Sr2VClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223484 Li2CoOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198378 Na3MnBSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774589 Ca8Cr(PO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20659 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772307 Rb2BiMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181394 MnAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755096 SmBiW2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649039 Cr(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176417 Li3MnAl2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190475 Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774923 Li2V3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223358 Li2Fe4OF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557663 Li2Mn3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777412 Sr2V3BiO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203013 LiFeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19042 KMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210883 ZnCo5O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076088 SiMo12H24C6N3O40 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768504 Li4Mn3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182540 K2Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25891 K2MoSeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756699 RbY(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778965 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766612 Li2Fe2(CO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176848 Li6Mn3CoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111085 Sr5Ca3Ti3Mn5O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683831 Zn3Co2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780532 CaLaMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219794 Sr2ZrVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757335 KMgV5(H8O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204069 Ba2YNi3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1120731 MoAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756967 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759906 La2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173991 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765466 Li6Ca12Mo4N16O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756594 Na3VF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194285 Sr2MgMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11732 Li2FeF4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-765624 La2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 Li2Cr3(FeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541910 HgMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228399 BaCoAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771887 Fe2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26400 Na2FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760004 LiMn3(OF3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211872 K2MoP2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758889 Li2NiPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1186044 Li2AlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-12540 Sr3TaCoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1572819 K2LiMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20798 Ta2VO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201219 VSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755230 V4Cd3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559125 V2Bi8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080029 Bi13Mo6(AsO14)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997162 Li2U(WO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1103369 K2V8O21 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176738 V2Cd3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641604 FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759960 LaCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227844 Be(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706518 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1183410 BaV2H2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228776 Li3MnOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103214 Ni2(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228511 V2Co(HO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176866 Mg30NiBiO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559450 BaLaMnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1311980 Pr(WO3)5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1304742 TlV3(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769725 FeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3988 LiVSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176659 DyCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553887 Li2Co2H24C6(N4O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778858 Ba2LaMn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756027 KMoIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192102 CaCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540914 K2VOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698406 Ge3(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210963 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759813 BaFe2P2O7F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756892 VBiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760228 Ca2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176210 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760140 LiY(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223138 Li2Cr2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078539 K4Mo6Se2O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753464 Na2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-486 Mg(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220014 Sr2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27806 Fe4CuNiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244739 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1311370 CoHO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756910 CsNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176275 NaLiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699648 Rb2MoAs2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557086 VZnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647969 FeH4SO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559012 KVCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510519 FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096881 TaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561894 ZnTcNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177950 Mn2VHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704306 KMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771145 Li2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222625 RbLiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754059 LiCrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774765 Na5LiCo2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194642 LiCo2OF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9190 Li3MnFeCo(PO4)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1174676 Li4Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758190 Ca4ZnCo(Si2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198270 BaCa(CoO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229147 Al2CoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1216804 Fe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754639 YMo(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216342 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111105 RbDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775023 LiVCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761001 Mn3Zn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17591 CrBi8O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222197 Li2MgNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204339 ZnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661754 BaSrV4(NiO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18994 CaCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575669 CoBrN5O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767620 Li2TiMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213402 BaV2ZnO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209242 Li2V2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505153 NaIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203774 Li4Mn3(SnO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210232 Mn2As2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218914 Fe4Pb(CO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291802 Tm2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755694 Rb2TlCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18779 Li4Mn3NbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757803 Li9Cr5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758722 La4FeSe6O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175361 Cs2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214059 CsVSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555988 Sr2NiSe2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211552 Li2VOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753782 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639156 LaMgFeWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759518 Fe3Co2Te(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559831 VAg3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760043 BaCaMnF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1311350 CrSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208979 Li5Mn2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778498 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210608 Li6MnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1277771 V2SnO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720126 KFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760938 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556779 Li(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1320757 CaCu2(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504343 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221047 LiSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200936 Mn2AsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036802 MnSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197007 Ba2YMn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753191 FeO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555335 CoH15Br2(N3O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561273 Ba2Co4BrO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194870 Fe8H10O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559316 CuNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-623590 LiFeCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198748 K2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19490 Ba2La3Ti2Cr3O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625714 SrLaTaNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213822 Ba2Mn3AlO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772178 Na5Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29142 Sr2NiWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195415 Co3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-868632 Li2Fe(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209368 Cr3Co2As2(CO)20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769528 Li2VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753300 K3V(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780287 MgFeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25288 Mn3Nb6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644594 RbLiBi2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-742 Tl2V8O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557947 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705033 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765025 Li2V2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755562 Li7Mn4CoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756015 Li4MnCo2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203525 Li2Mn5O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775601 K2Be2NiH6F8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19251 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201768 Si4MoH36C12(NO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228131 TbAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757606 YSbMo2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754873 Na3PrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204985 Mg2VBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-12209 Fe(ClO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18908 Na3MoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26691 Y2Cr3O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1214404 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850339 Lu2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219450 KPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559477 MnPH4O5F Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1094134 Li2AlVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-9868 BaVAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761092 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176342 LiCoAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542210 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776041 Na2Cr2H4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111141 SrFe2(SeO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753932 YVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504704 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212381 ZnCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218213 RbNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757942 Mg2VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193540 Hf3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178279 SrMgMn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201370 Fe2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225001 CaMn4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1114059 Na3VAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227173 Li5(NiO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768097 NaMnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227903 Cu2NiSnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-541520 Li2Co2SnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863426 VMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755468 Na2MnPHO3F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867597 Li2VCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237531 Cs2NaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26941 La2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849457 VZn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755739 ZnFe(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764994 NaAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20168 LiNiPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1299702 CaMoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561009 Ca3ScFe(SiO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
