mp-1176091 Li5TiMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202511 Al8Zn3CoO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182540 VH6(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641880 LiMn4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758808 MoH2Cl2O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756340 Li4Mn5Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849757 ZnCu2(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780882 CoHRu(CO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647812 Co2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11732 KTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101209 ThMn(N3O13)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36447 RbFe(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211310 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104363 NbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753927 NaFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180153 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-647 Ca2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202852 Sr2Ca6Mn8O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18527 VP3(Pb3O8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224533 Mg2Ta2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1565616 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217427 Li2MnVP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760200 KNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559240 CrP2Pb5O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14150 Li2Mn3O6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1113539 LiCrB2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759940 MgMn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753283 Cr2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757813 Be3V2(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199603 KBaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850881 MgNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755620 Nd2Zr3(MoO4)9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754962 Li2NiCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218467 Ba4Nb2WO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-32686 NiTeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756623 MgMoO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177664 Cs2CaV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209350 KNaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759352 Bi2MoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194285 K3FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18852 CrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207744 CdTeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211929 KDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754490 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674336 Mg(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1304693 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210475 Li4Mn3CrCo2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23064 KUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776156 Sr2LaMnCoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228052 Er10W2O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510638 Li3V2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849308 RbLiMoHO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1210240 Ba2MnReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-985626 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1289770 Cs4V2S4O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213413 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103556 LiCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211563 RbSc(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214013 VCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176315 Fe3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556891 LiMn2P2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636519 BaLa2TiCr2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642792 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572375 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559485 RbCrO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777972 SrMnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19178 Li4V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555219 Li2MnPCO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1228308 Li6Fe(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204412 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212425 Li4Mn3Fe(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178771 K2V3P2O13F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198581 Nd2NiRuO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705014 VCdPO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288982 NiCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767576 Hg2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195132 Ho2Hf2(MoO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218741 V3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850229 Li2VFeP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11435 Li2MnOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1063607 MnV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25264 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239329 Cd(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757314 Li2Mn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209493 Cd(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757355 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755668 CsCuNiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213277 LiCo3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197826 Li4NbFe(TeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770677 LiTi2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752944 Rb3Li2Al(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849418 YV2BiO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755692 Sr2Co(BrO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276717 Na4FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704707 Ag2Te4MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641158 LiMn(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756697 Li21(Co4O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863379 Li4Fe(PO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780672 BaLaTiFeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753362 Mn2SnC10BrO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1662219 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753066 Sr4CeMn4CoO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218618 CsSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209615 Li2U(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556606 Co3C10O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754049 KCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753980 LiNiPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24827 Fe4OF7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772728 LiMnP2HO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756217 Sr2VO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1569040 K2SrTh2(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562742 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225856 NiTeP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774324 Li5V2OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863398 LiCoPO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1208703 ScV(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36465 Ba2FeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764912 MoPCl5O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211004 Co3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5807 Ni(IO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-3071 Li2Cr3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-913 VIn(SeO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218631 Mn2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19302 Ba6Co6O16F Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-561162 V6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781618 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221015 Co2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227079 Li4CrNi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076179 Cs2ZrAl2(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-853 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211092 K3Mo2BrO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1062939 Li4Mn3NbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849549 V(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194049 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103452 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176969 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303453 Er2Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199810 LiVP3H8O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774787 K2ZnCr2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758943 Pr2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764498 CrP(HO)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1097049 PrFeAsO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752611 BaCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198645 NdVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147559 Mn(CO)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5157 BaV2Cu3(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222548 La2Fe(SeO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1094123 CrPdO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-603241 Na4Mn2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1217937 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218821 FeHO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773085 Li2TiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17967 LiMgIn(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561221 Mg2CrWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704102 KLiEr2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752816 Rb3Li2Ga(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-557539 NaVZnP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763223 Mn(SbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756572 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26231 CrBi12Mo4PbO34 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755171 TmMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774352 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757593 Ba2MnTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770944 Li3SiNiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772313 NaCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1186277 Ca3Mn2(GaO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302887 VF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175265 Li2NbV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760328 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273808 Li2SiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180193 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755709 LiFeF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777828 Fe2MoC10(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036709 K2UMo2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19450 La2HfNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221083 VCdNiP2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561028 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765902 LiNbCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757910 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649632 FeH20S2(NO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504406 K2RbYV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759256 Li8Mn7Nb(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177757 ErCrHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849749 TiFe5O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-608016 LiV(OF)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208998 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-648633 Ba2TbV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1277418 Na6TeMo6(H22O23)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560190 MnBO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-15834 MgV2CuO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-21874 Li7Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285209 YbWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627151 Na8Ta7VO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759174 MgCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753382 NaFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228110 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772682 Mn2Ni3Sb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-15202 NaLi2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013830 Na6U2Mo4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745132 Sr2NiMoO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-32471 K2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19466 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752738 Ca2LaMn2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-769634 Li2VP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625700 Cr2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744751 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562961 TlVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776294 Li4NbCo5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766124 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600169 SrMnZn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661785 PrCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758296 LiNiSbO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766102 Cs2Mo2O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556688 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1012835 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770416 Li2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18857 LiFe2(CO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099664 Li4MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1301441 Co5P4(HO2)10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754159 KCa2Mg2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176532 K2CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221264 K2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560270 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505688 DyTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283235 Mn2Cd3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111911 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214549 Ca3Fe2(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775018 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761063 CaFe2(CuO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770950 Sr2TiMnO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-861850 MnSb3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208466 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194804 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510625 LaV3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760042 Li2VO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759548 Sr10Mg5Mo4WO30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753694 LiMn3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753135 Tm2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849392 Mo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705070 BaV6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850367 ThV2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212689 CsTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863399 Li3Mn(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763215 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754115 Li2Mn3(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1575885 Ba2NiMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770761 V3OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9197 KEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213316 MnWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556092 NiBiAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775979 Mn2Fe(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560338 Rb2VF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757630 NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767320 Li3Fe3CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201187 Ba2YTlW2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557442 MgTi3Pb5WO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554148 Sr2FeCu(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754934 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28465 V5H18N3O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554980 LiNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559318 Rb5NdHf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625679 SrCo(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735541 CrTe(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214073 YWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754391 Sr2Fe2S2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003313 Li7Mn10Cr6O32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193851 Na2MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214769 V2Te2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559672 LaVH2I4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555287 Li2V(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221887 LiCr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756860 VH8C2NO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222066 Ti(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764518 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554810 CrNiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757187 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188629 Li2FeO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18741 FeAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770766 Co3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553878 SrLaFeSnO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-771035 FeP2WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769537 CaMn4O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190466 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765497 VSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753620 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770406 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849502 Fe4Bi2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755514 Cr2CoH20N6ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1002573 Na3Ni7O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-715262 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199538 Li2Co2SnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764405 Li3Fe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190417 Ba2Mg3Tl2(CoO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753705 VOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18723 Mo8O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27031 TiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532538 Fe13O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221358 LiNi(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704992 Li3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30960 Na5Fe3F14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557669 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221507 Li5Co5(NiO6)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-756105 Mn2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540914 CsY(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196748 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105634 LiVCr(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3255 Co2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216117 Ti2VHO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661570 Li4Ti3Ni3(TeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228766 Nd3VGeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198721 Sr4V2(Se2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
