mp-777279 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562661 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757268 Na3NiPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178273 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769967 SrV2ZnO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-781617 CoAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683660 LaMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12635 LiFe4(BO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761415 Li2Fe(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532538 Li2V3CuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849432 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194971 Li2MnSi3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755561 Sr3Sm(FeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18814 CrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304778 RbCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27479 VPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275405 Fe4OF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781601 MgMnZnSiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221411 Ga2Mo(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1324 Ni2Hg2OF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181575 Li3Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19079 Li9Fe3(OF7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18245 K3VSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762265 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561515 Rb4Mo5H4Se2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759097 NdMnAsO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17542 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213991 Rb2Mg2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22820 Ba5V4(ClO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753049 KPr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554966 Rb2Mn3O4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757049 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18835 Na3V(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704550 Ca5MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216023 BaMoI4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190827 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757128 Li2Mn2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776053 VP2Cl7O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29173 Mg30VSnO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14381 Li2TiFe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223396 Li9Cr19O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201570 Na9Li7V16O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013565 NaLiFePO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176605 VIn(SeO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1188678 Li5Mn7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19290 MgNiO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-643263 MnSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196373 Li2V2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211174 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221066 KLaCr2O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1192859 Li3MnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101670 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758349 Li2MnPHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764770 Sr2VBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-706588 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228537 Mg2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757355 VAgSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25247 Cr2Ag2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192030 NaV3(PbO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211686 Nd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177474 V(AgO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192111 Li4TiFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26881 Mn2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752718 LiMnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212685 ZnSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775185 Li4Mn3OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754959 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213193 Li2U3V2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778015 Mn6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753549 Mg3FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19490 MnAl2P2(HO)18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200241 DyTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105399 CsHo(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-18964 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209371 V2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559739 BaVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763224 Li2Si2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744193 CsSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-703684 Cs2MoS3O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758560 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-541428 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20986 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769627 CsVWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-6414 K3NaCr2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223759 Li2VSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643564 Fe3Ni(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7843 CsNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212381 Li2Fe(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24069 V2Pb4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755721 Ba2PrV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287556 CaMg30VO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557923 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193654 Li3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-675006 CoMoH24N6ClO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223582 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273989 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755680 CsTiNiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18883 Li2VO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32309 Li2FeSi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16967 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761122 LiMo2PO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18726 PrTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760823 NiH2SeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27168 Nd2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180184 RbAl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752593 Li2Co(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7390 Na2VPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222593 Li4V3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764994 MoPNO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221598 NaMg3Al(MoO4)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19019 Ca2Cr9O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752814 SrU(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753932 Fe3Ni2P6WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697924 Na2ErPWO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-642974 PrTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197764 Fe2CuH4(OF4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558367 LiVOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1301568 LiMn16O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095280 VFe(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-714929 TlMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849420 V2PbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227058 V4P2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26242 RbV(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765753 Na2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1294817 AlCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198533 Mo4H14N2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772830 Na4Ni3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780710 Tl3VO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757246 HoWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220246 Li7Mn12Cu5O32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211126 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211726 Sr3MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699658 LiFe2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177157 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755372 Al2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216303 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21437 V3(HO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556550 Sr2AlTlV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756200 YTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191548 MnV3Cu2(PO4)6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1190493 Na2VS2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849419 Rb2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193901 VCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755396 HoMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779311 VCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542027 Li3VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175660 Na2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226075 NdCrS2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9159 V4ZnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759654 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15502 Ba3Nb2NiO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661337 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28465 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561180 Li2CrCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197310 Na2CaV12O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758702 BaV2CdO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756178 Ti3Mn2Nb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18772 Ta2Zn2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30136 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31124 YV3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558306 V2Te2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221303 Li2Ni2SnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20399 LaFe2PbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238696 Li3Co2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193000 NiC4S4(NO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222601 BaLi2NiO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-7802 LiFe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849997 LiNbFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6768 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306165 LiNbNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228892 LiCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752611 MnAgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771649 Na2Mo(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774249 NaVWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175196 FeTeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774311 Li2Cr2FeSbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194518 Li5Mn(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205440 Rb3YV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204985 Co5SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778991 Li6MnO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1250948 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222712 Li11Fe6F29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761341 V3(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757195 Li2Co4O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176492 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767740 CsV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1264059 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757606 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558369 Ba2Mn2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200054 CuBi(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174772 In2Te2MoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197894 Cs2NaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180484 K2NaVOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222066 Li2Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1297760 Fe(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758195 MgV2(BiO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209387 Na9Co2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770946 LiMn5O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694996 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-615173 CuBi(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756015 MnZn4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771820 K4Cr(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201692 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211821 MgFe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177931 K5Mo8As(H3O16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19354 CrPbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3813 Na5VO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560628 La2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-782821 Li11V8(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849749 Mn2SnC10BrO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705314 Li2Cr3FeO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1218411 V2O3F2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19449 Na2CrSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174842 Li2FeOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771275 K10Zr3Cd(MoO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174741 Li3Mn2(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1311971 Fe5(OF4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770692 Ca3La5Mn7CrO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222944 TiMnH12(OF)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203448 K4Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105484 BaYCo4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201214 NaLi2NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173969 Na5Y(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21762 Mn(Ni3O4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076601 V2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25579 NaMo3P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279364 Na9Sc(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208766 FeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11633 SrV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222327 Cr2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510589 KVH2SO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296497 LiVBO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554181 Cr2(Hg2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19147 Li2MnNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756836 V2Cu3H6O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753754 K5Mo4O14F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756873 CoF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223849 NaCoPH10CO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18494 K2Th(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760196 MoIrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775991 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560015 KCr2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550763 Ba3Co2(NO2)12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772667 CsPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-638002 MgMnB2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038569 Na3PrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766892 Li8NiO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759530 ZnFe2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705134 KNa2MoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275484 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778616 Ti3Cr2Fe(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173885 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-546936 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754582 Li2V2(SiO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209210 TiMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9858 Li3Ni2O2F3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555540 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275559 MgMn4O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101223 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16841 FeC7(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221035 Ba2AlTlNi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194659 LiMg4Al(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199236 VFeMoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199885 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13234 Li5Fe2Ni5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207219 VPPbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194435 Mn(SbO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214549 Li2TiFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-781683 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867587 Mn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753509 LiCo(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17901 Na2FePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754633 Ba6Nb9CoO30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773177 Pr3BWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1289770 LaFeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176009 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-687090 CsNpMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211884 Sr3Nb2CoO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18937 Ni(IO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1080749 LaCrTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223548 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227741 Co(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776555 Li3AlNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780109 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761001 RbV3Cd3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-608594 Na3V2P2O10F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-769470 Nd3BWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18779 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239384 Li3Nb2CrO6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1663732 SrLaCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780164 Mg11AlFeSi11O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770940 Ba3CrO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30163 SrLiLa3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29984 NaV5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755739 FeB6(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684996 Sr6Li2Cr2N8O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178577 Li4Mn(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177508 KCr2AgO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282740 NiSn2H12(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768938 CaVBiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1181400 Ca2CrSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222594 Na(CoO2)8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-554393 CaNi2P2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757955 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19063 Na2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867623 Li10Ti3Mn5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-479 Li5Fe11O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704360 Li3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173688 Ti(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685369 BaYMnCoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772586 La2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037074 Ba6Na2Ta2V2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768720 HoMoBrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
