mp-765498 Na3NiBSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556136 Ba2YV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25458 Na2MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698594 RbCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715474 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755827 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743545 Li4Y3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18545 Co2H31S2N9O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641604 Li7Mn4CoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850895 Li2VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541007 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19123 Li2NiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198060 Tb2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755073 SrMg14MnO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756328 K3ErV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197505 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209157 Fe2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777668 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774250 Rb2Mo(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183253 Rb2Mo4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765310 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562762 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754122 Fe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1283877 Mn3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560733 RbMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197894 LiNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205162 CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18856 V3O2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-673820 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19128 MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177968 CoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288517 KFeH5(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105823 Fe5O7F3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19410 V2Hg2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10158 MnP2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752902 LiCo3Sb(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690568 SrFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22006 Sr2FeCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5988 Li3MnVP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218631 V9O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768097 Fe6H12Pb(SO7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766593 BaLa(FeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1191502 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777468 LiAl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779358 Li2Fe3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1112565 Co3Cu(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560426 V2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24550 La6Mo8O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850215 CsHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1283043 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772660 V2Cd3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776390 Li4Nb2V3Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771143 Sr2YGaFe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19487 SrV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301229 LiMnP2(HO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209711 Hf(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639328 LaTaZnFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192021 LiFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758543 Ni3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036995 LiFeO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1101366 MnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221998 La3TaCo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199770 Na2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761481 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18925 Li3CoSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003402 CaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778494 Li5Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759212 Li3Ni2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203873 Li2MnSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780739 Li6MnV3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756120 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757451 LiFeSnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-704102 TaTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13704 VH6C2S2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306526 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10108 Li4MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560167 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28338 Li2AlNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690490 Sr2MnCu2(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180660 Mn(BO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504704 Sc2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651301 BaInCo4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558344 Ti(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27157 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21333 Fe3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178182 CrPbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772682 BaNaAlMo6(H13O17)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218539 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175096 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554123 Li3SiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780460 SrLaMnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776471 LiVSiO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556361 SrV2ZnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279869 Sr2FeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-16805 Li2MgCr3Se3(SO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704550 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7664 Li17(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175309 LaMgFeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756174 Pr5Te7MoCl3O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174508 Sr2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214860 NaLiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6393 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-563010 LiYb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639333 NbCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19209 FeH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14348 Co6OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625576 K2MoS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220123 Na2VPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753929 Li3Fe2P4HO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777452 K4MnMo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101460 V2Ag6As2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199880 Fe7O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218711 Zn3Fe2(GeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752991 MgCoMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774401 SrCaTiMnO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1104363 DyAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757857 CsNpMoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217943 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560270 LiFeF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-618807 RbLiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25265 Li2NiSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776451 Li2MnVP2(HO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775216 SrCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559081 K10Zr3Cd(MoO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198989 Mg30CoBO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774880 BaMgMoF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211266 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201829 Ta2VZn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31755 Li2VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764642 CrHC7NO5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183176 LiAlCoO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-704203 CoH2SeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545522 Li2Fe(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1290535 Ba2FeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754914 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183983 FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318790 Ba2ErV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25280 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20564 K2Th3Mg(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222326 Cr2CoH20N6ClO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-556688 Ti4FeBi3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227721 Li3TiNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17445 La2Fe(SeO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100947 ZnFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247235 BaFe2P2O7F2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18973 Na3Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558250 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554181 Na4MoS3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18835 BaMo2C4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755536 CrCoH15N5ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753436 NaVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216762 LiVCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772541 MgTi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770678 Li3FeOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210323 LaVH2I4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296214 Li3V2P4(HO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776041 K3Na(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754807 Na3V(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765973 V2P2H6PbO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765509 Ta12MoO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105117 K5In(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20569 Li4(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850401 Li3VF8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222690 Co2H36N13Cl5O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200689 Li3V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197022 ErAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560582 Ga2Te2MoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212989 K2RbTbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867957 Li2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18845 Li2NbCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761179 V6O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765981 K2Sc2Mo(PO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-4704 La4Cu3MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222197 CoBH18Br2(N3F2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228319 LiNiBO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27067 Sr3NdMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176086 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754391 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758280 Ta2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205668 Rb2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554901 SrCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279231 MnV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100612 Ga2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757949 FeBiC6(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641568 CaVBiO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1306804 VCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674948 Li2CoSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218107 ZnSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1663238 Li2VFeP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778015 Li2Ti3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198790 LiCr(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-648893 K2ZnCr2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757166 BaMn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-551 FeHg2C6S2(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18901 Nd2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190820 Li2MnSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756223 Ca3Mg2Fe(CO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780526 YCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849720 K2Sc2P2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19006 Rb2SrV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755199 FeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210378 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111033 Ti4Fe(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560573 SrMoAsH3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182780 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193542 BaCuWO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2488 Ca2VBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569484 Li2CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221194 LiCrP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221251 Li6CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17426 Sr4Re2NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111601 Ti3Fe(BiO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758030 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753270 Rb2Mo3SeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-34139 V3OF11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-27912 Na3CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214703 FePHC4(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218517 Nd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221853 Li3V(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756423 K2UCr(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198457 CsSm(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1218163 SrLaFeCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210696 YVO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757188 Nb2NiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752853 Ca2TaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190466 Fe2(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752944 CsRb3(Mo3O10)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757185 Li5Mn2CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221578 CsMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560338 Sm2(WO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561063 Nd2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19065 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177748 Dy2MoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209068 Li2Mn(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27704 Ca6Pr6Mn11CrO36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756665 ZrCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1311056 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21880 Rb6U2Mo4O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079680 MgCo2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557442 RbSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759159 ErTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505424 NdTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23999 Li4VFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849418 CsTaCo(OF2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780202 FePbC5N6O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1566038 K2CoP4H10O17 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1279742 LiCoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18571 KSrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19090 K2NaCo(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216362 Fe5O7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540431 Ca3Al4CoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753193 Ti(FeO2)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1208042 LiY(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19903 Li2Co(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226454 Rb6U5V2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178214 Ho2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755359 Li3TiCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1248912 Li2Mo4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776103 K2NaNb2Fe7Si8H4O31 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308941 UVAgO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1276679 Li2V3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175985 VPH5O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752814 Li3Cr3SiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27503 RbNbV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24111 Cr(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201219 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760189 SrLaFeSnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29188 CoAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765492 U2Co3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105876 Li5Mn3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-684782 ZnCoNiP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757060 Pr2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209314 Li4Mn2Ni3Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14045 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002574 FeAuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776207 MnC5ClO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101563 KVPHO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720863 Na2ZrNi(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754904 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757934 CoAg(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698305 Li2MnNbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753994 Li3CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756667 LiNiPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1661313 Na2LiFe(Si2O5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1305525 Cu3(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205476 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113478 Na3Fe2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223396 LiTi2VO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194895 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771038 Cs2VHO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209684 Pr2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626701 Li3Mn2CuO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1099664 KNa7V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706271 Ba4Nd2Cu6NiO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743581 VH4NO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200917 MgMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211126 Mg2V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-721172 Sr3TaCoO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-696335 BaMn2O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-14884 Na2Th(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771658 Li2MnGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776867 Fe6Sn2(CO)23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1147750 FeSb(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753927 Mg8Mn3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208695 Ca3MnCoO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-532538 Fe2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558835 NaNiAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209387 MoOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605771 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18850 BaLaMnSbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558956 CsNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
