mp-1203622 K2RbLaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247745 LiMgVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706279 Zr3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195912 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-479 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195119 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661647 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181366 Rb2Cr2Cd(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26182 Li4Mn2CrNi3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4436 Li5FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765352 Li10Fe21O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626316 Eu2MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20168 Li2Ti4Co(PO5)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-763178 KCr(SO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850339 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766637 LiFe2(CO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-33705 Sr3Ca6V7BiO28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755680 LiMn3Al2(HO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755160 TbMoBrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211854 Ba2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080023 LiDy(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192147 VAg2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078318 Mn2ZnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752601 K2UCr(IO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10468 LiV3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213122 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540729 CaV4(CuO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754762 KVH2SO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22354 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199645 Na4MoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752550 Mn2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32363 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735578 MgFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573180 Li2V(OF)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1182650 Li3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777480 Sr10Mg5Mo3(WO15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078668 K2Na4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674490 FeAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1577040 Cd(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755501 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771887 BiMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764057 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744181 Fe2O2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770951 Li2MnFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763464 Fe(BO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755204 CrHg3(PbO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553947 CoMoH24N6ClO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505168 Li5Mn6(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752743 Sr2MnNbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201917 Li2MnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174372 Fe3Co(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752946 Fe2GeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775160 Ca8Al3(FeO4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758095 ThCr(IO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756530 Be2CoH6(NF4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752667 LaCrSe2O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-31123 LiTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19146 Na5Y(WO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197638 Fe5(OF4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201209 NiSeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560123 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662145 Ba2SrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19197 KLiNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505811 Ho6WO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560788 Li4MnCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178874 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100936 LiNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661817 Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776961 Ta2Mn(P2O7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207903 V2Zn3(P2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759621 Sr2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177058 KV3Cd4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770520 Fe2C9O7F4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642792 Li3Mn4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761251 Mn2CdO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199194 Li4Mn2V3Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275484 Mg2MnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-781597 Li5MnO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554340 Cr2AgBiO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178210 LiFe(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210936 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-5516 ZrV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754657 Tm2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223035 La4CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758146 Zr(MoO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-761060 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275808 RbCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555981 Ba2Mn2Se2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214298 K3V3(BiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743581 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772272 Sr4NdMn5O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753525 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735513 VPbOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625258 BaLa3(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104874 FeH8(ClO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10030 K2NaV5H10O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561247 LiCo2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208190 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19052 VPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079069 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1565572 BaLa2TiCr2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19202 Li3Cr4P5O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199268 MgTa2CoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745158 Li8MnFe7(PO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213163 Ni2C5(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211353 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215057 Mo2H26C8N2O5F6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207873 MnBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556766 FePH3CO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111072 Li2U(WO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-550622 KNiPO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754807 Pr2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568152 LiVFe(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554786 Mg4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-15266 TmMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18282 LiMn7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753701 Ga2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19156 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757018 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196774 Mg2Ta2Ni2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-694960 Cs2SrV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175128 LiVSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757633 HoSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556533 V2CdO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554998 NiH10C2(N2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22533 CaMo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-16799 Na2MnVF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555114 SrV2(H4O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642975 Li3V5O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1069079 Li3Co2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222601 Na2Li2V3P2O13 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-15539 BaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558675 MnGa2P3H4NO14 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-774492 Ba3Dy2MoO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626088 Li3VCr(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774249 LiCoSnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556889 Li3Mn28O56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603406 NaMnP2H10NO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275612 BaSr7Ti6Mn2O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205573 Li2VO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220031 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759567 HfFeO3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-744691 FeSO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26403 LiCoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199770 K2Mo(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209280 VBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211126 Sr4MgFe2(SO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200210 Li8Mn5Fe3(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754400 ThV2PbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-540685 SrCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111601 CrReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752427 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704459 CoBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761000 LaAg(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101511 Ba2VTe4HO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758108 Mn2P2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867738 Na3V2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753030 HfV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753587 Ti3V2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773188 CoF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755934 NbV3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-542789 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30901 Na4Cr2P4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-714885 LiVMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18961 Li2Co(PO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753686 KCa2Mg2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778723 KCrIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225010 Ta2Zn2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761001 NaCo2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774888 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213697 Cr2H8N2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27913 NaIn(MoO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752553 Li2InFe(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222732 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213168 Sr4Fe3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18245 Co2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210016 K3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780288 Na2Mn2O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755940 Li(NiO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31518 VAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1638911 Sc2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225856 MnOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194636 Li2TiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753451 Li2VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-945 Sr2LaMn2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218539 KMnH4Cl3O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504845 Ca3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1318458 Sr2CaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555665 NiH12S2(NO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753538 Na2NiH6C4N4O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759159 Li2MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209123 Li5Mn6(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683791 Li2VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177194 Ba3Tb2WO9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-863361 Li3V(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559672 Mn2As2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761124 LiVGaO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210796 CoH15N6(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705033 SrCrP2O7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-753595 CrNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176342 KV5Zn(H8O11)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765511 BaLuFeCuO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19290 UCr4H48C14(N15O11)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757558 NaNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1638660 Li16V3Ga13O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247735 V2PbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209108 BaYbCo4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756057 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19184 NaFeAsO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208762 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644003 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-622258 Co2SnC8SeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561478 Dy2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227839 MoH18C5(NO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-625074 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760210 NaVWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25542 LiMnVP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772670 RbLaMnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217654 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776041 Li3Cr(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776873 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222340 SrCaTiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212571 Cr2CoH20N6ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752887 MnCd4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755984 ZnNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218440 CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25232 LiMnO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-985626 TiCr2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705680 K2UMo(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173969 LiNbCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557519 Mn2P4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211325 Cr2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223849 KPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557549 Ba3ErMn2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753703 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210923 Li3Mn(SbO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560690 NaCaTiFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758448 Li4MnSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308540 Na2CoSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-694989 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18722 Li2Ti3VO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-765311 Li2Fe2(CO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755692 Sr2TaMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561239 SmW4S2NO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111145 ScZnMo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101214 Tl(MoO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758637 Dy2W2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24828 LiV2OF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759216 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757151 HoVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176221 Gd2MnSbO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780298 Na2U(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21302 SrNdNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203598 Cs2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196429 Fe2P3(HO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220014 Li2VFeP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21880 Li2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196559 Ta2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757204 CaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274182 CoF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19262 Na2MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1295198 NaGa(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558000 Li4Cr3Co3(SnO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-585392 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757097 La2GaNiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754817 Tm2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228762 TiV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176717 LiV(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756616 Li2FeO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178789 Na2CoGeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206136 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561940 Li2Mn3CuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176528 V5H18N3O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704101 LiNi(PO3)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1226235 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182534 K2MnAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27239 Ca2Mo3O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1192505 LiMo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510755 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226437 Li7MnO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202511 RbSc(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698367 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753927 Li3Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20569 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210136 InCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214013 Na6Cr2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766101 Ni(NF7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867587 CsEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752431 Ni(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705333 Mn6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756622 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774507 Ti(FeO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303296 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101364 Mn3OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-861502 LiFeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212763 K4MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554101 CaMn2(H2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-3572 YMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193226 TmWO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211145 CoH20S2N6ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555993 CsVSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1299496 Cr2C13SN3(O2F)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19438 V5BiO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766226 NiBiPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19350 RbMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204322 Li2FeCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758392 TiZn2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193859 Na3SmV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849295 CoOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175278 BaLaTiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755701 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
