mp-18160 Li2Mn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278696 Li2CrFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554075 KUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997159 MnZn2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1301464 Li2MnCr(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642398 V3Zn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559589 SrFe2Se2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26948 LiVO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-22608 Li11Ti12(NiO8)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752551 Na2VPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763259 LiMnP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-697833 CrSbO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558004 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770660 Zr(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768787 VBiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559910 Li3Mn5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1311971 Li2V(OF)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756665 Sr2EuFeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200745 Na2MoSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757672 Li2VP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757679 K2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214368 Sr4Mn3BO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227241 Li4CrGa3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558810 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770715 Ba2AlTlNi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221356 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867541 YCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223582 Ba2V2ZnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761656 Sr2CaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504573 NaFeH4SO6F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7861 CsY(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013797 NiTe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-563010 YFeF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214095 KCo2H3(SeO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-779343 Sr3Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764405 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768093 CoWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222032 KTaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746324 Li3VCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211563 LaFe4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18913 Ba2CoMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735589 ThV2PbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178001 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754851 Zn3Cr2(Si2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559178 Li2VCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765958 KNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774243 K2LiVPO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764171 MgTi4MnZnNiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177950 Li5Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25280 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755102 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1213197 Ni(NF7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204819 Li4Mn2Co3Cu3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9149 CaNi2(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19087 Na3Co2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1308212 CeMnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177633 Li8FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720713 LiFe2P3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216355 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-746343 Li3FeCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195137 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174306 SrMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180366 V2Te2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104567 Cr2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754193 CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208846 VF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559247 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-563000 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559851 Na3VH6O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26417 LiY(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208725 Ta2Mo2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753374 CaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754868 Li3VP2HO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176119 Li3V4(OF3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755562 Mn2OF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759174 K3NaMoC4(N2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14941 CoAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555665 NiH4(IO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175707 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002573 Na2MnSiCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1205690 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557553 V2CdO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766461 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8411 Li5V18O44 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555242 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757804 V2Re2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29142 Co2C5SO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20798 Li3Fe(Ni2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759806 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698367 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770530 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078668 Ni2Te3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211717 Na5Y(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1644732 ZnCrPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209155 LiMn4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222262 Li6AlFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560582 Na6U2Mo4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756813 Sr5Cr3ClO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-605771 Na3Li3V2F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757786 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768845 Mn6OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752979 Na3CaFe(SiO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744205 Li3Mn2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755905 TiV(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272284 PrV2IO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753962 Mg(FeO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208804 Li2V3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765681 Al2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558802 Rb2Cr5F17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199983 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219450 KMnIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274992 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209982 K2HoPWO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1194724 MgMoH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661647 LiV(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19054 IrWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542535 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752653 Mg30ZnCrO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1220800 SrEu3(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560426 La7V2BO17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557209 Sr2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176841 Li3Mn3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210687 Mn2HO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-35078 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766124 Sr2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10048 K2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715574 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216406 Ba2CoSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756123 RbSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3042 RbNa2V5H10O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10547 Sr3V3BiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19399 Li2MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275133 Li4Mn3NbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26413 CaNdFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22554 CsHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196029 SrGd2(FeO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195843 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-767774 Mn3(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279062 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773004 MgMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556313 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557276 Li2FePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224007 CsNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760001 Li2AlCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206732 Mo2H9C2NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297951 KLiSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755163 Na2CoP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-600224 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753522 Mo2P2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780331 Na2CoP4(H4O5)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773082 La2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754072 Ca2CrSbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228461 V3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113445 Li2Ni(PO3)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1178297 K4V2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757185 KVOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212763 Al2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756125 ZnCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-645208 Na2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275528 VReO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764791 MgCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761096 AlCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210945 V2Se2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757123 Li2VCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196754 MnCd4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31624 Mn2Cr3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4519 Sr2MnGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207861 K8V2(S2O9)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221575 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30901 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199268 KV3(PbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685488 Mn2SnC9ClO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101253 VSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076128 Tl3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754315 Li2Fe3(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177036 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756622 Li3Mn2(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771396 LiMnCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777758 Ba2Li3La3(MoO4)8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1181552 Li2Mn3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36465 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196576 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775301 LiCrPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202181 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755561 V3(O2F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757214 LiCrSnO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-753591 Cr(PO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-9036 Mg2Ta2Ni2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532050 Li2CrSi7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225952 Fe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867517 Rb2UCr(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283877 La7SmCr2(Fe3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765586 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7747 Cu3Mo(HO2)4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-744472 CrH14N4Cl3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556415 Na2NiPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-9159 Na3VP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550468 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697458 K(Mo2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510589 K3VCO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773008 V2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26228 Mg2Ta2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198978 K5HfIn(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758391 MgMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16772 Na3NiBSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204562 LiFe2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765311 Ba3Dy2WO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-28775 La7SmCrFe7O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556688 Li5FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756274 Sr3CaV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755812 Mn4Nb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101240 Sr2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556730 Li2VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227627 Mn3Cr2Cu(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1295198 Li3MnFe2(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227848 Li5MnO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757297 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-3629 Ba5Y2CuMo2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177350 VZn6P3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772317 LiCrO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1210378 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744756 Li2V2SiGeO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753337 CrHg5O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772183 Mo4H8N2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272719 ThTe2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096782 MoPN(Cl3O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775303 V3Zn2GaO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198847 K2SrNi(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9835 Li5Fe4(P2O7)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1103911 Sm3Fe5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189247 K3HoV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753791 Li14Mn2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755657 Sm2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761051 LiMn(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772626 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760210 CrBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5769 MgFe2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763869 Li5Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772121 Mn2CdO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772225 Ti(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752990 Li2MnGeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754357 K3ScV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194388 K2MoC2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775274 Li5Mn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558755 KTbCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25952 Mn2CdO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754738 SiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286995 Rb2MoSeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173115 ZnFe2(AsO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222767 Li3VPCO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-779031 CaVBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-608469 Li2ZnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757451 Na9Cr2(H9O7)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18727 LiMoH6NO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-21996 VBr2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220829 VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17264 TiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13123 Li2Fe3(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771137 TiNi4GeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-945 KMnH4Cl3O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720198 Co2H31S2N9O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753361 Zr3NiO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849384 Na3MnBAsO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505424 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16799 Mn(ReO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228024 Li4V2SiGeO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1660336 K3MoIO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16679 CoSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755842 CrBi12Mo4PbO34 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770349 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555102 LiMn2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228118 Ca2CoTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-34569 Cd4MoW3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199210 Li6Fe(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777899 NaVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684872 Li4TiCu2Ni3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760785 LiY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758550 Li32Mn3Cr13O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753929 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753609 Na5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568591 Ba2Li3Y3(WO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100606 LaCrBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756303 Li2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759323 CaFeF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218408 Rb2TeMo2(PO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1095454 Li2Mn(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758706 VFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560522 Rb2CaV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759813 Sr2YMn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771344 K2CrSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769554 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22243 Ti3MnNi2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177499 LiFe2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211686 Na5MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771303 CsRb2CoF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775199 Sr2CaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273808 NaLiV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218688 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752589 CaLaFeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211346 Li4Fe5Sn3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776592 CsV(NO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226872 Li2MnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175374 CrH20N2O6F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18939 MgCrF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754654 LaMnZnCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218575 Li2Ti(CoO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-572715 LiV(TeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20427 Li6Fe(OF)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1204069 Ag2Te3Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765509 Li4Ti3(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221289 Rb2CoH12(SeO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
