mp-753049 Co2(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19247 Na3PrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753567 Na3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698655 FeAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625811 K2Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193625 NaCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763347 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1062939 Mn4O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9871 V4Cd9O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193853 PrMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19388 Mn5O3F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754743 Co2As2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-543110 CaLaNbCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756450 NaV3(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752601 Ca2CrSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754847 V2Bi8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850188 KLaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752836 Li2TiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-629080 NaU4V3O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542317 CsUV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770701 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773514 Ba2ZnCuNi2F14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556461 Li2Cr3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212772 Li2Ti2Mn3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753082 BaBi2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559430 Yb2WN2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754419 KCoH3(CO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226695 CrPbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756668 TbVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200993 PrTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867954 V(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769492 VN3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625714 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100934 VBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754346 Fe3P2H3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758472 ThV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639205 Rb2Mo(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211595 Li2Mn3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180153 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175149 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209247 Mn11Cu7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555102 Sr10Mg5Mo(W2O15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554492 Fe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037825 Sm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19368 Ba2CdMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23718 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763238 KNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776100 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210021 Li3Al2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180397 Li2CoOF3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-754547 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639333 Mn2Zn(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753381 MnNb3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208805 V2GePb5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560760 RbSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274182 UCr4H48C14(N15O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103556 YCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765407 HoMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222327 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174389 NaCdFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771346 Li3Mn(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-745180 BaFe4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195428 Tl5V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196795 Na2Cr2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1226872 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863398 Li2VCrO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-774305 Na2Ni2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772076 Li4Zr8V3(P3O16)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559510 SrYCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763178 TiCu2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753595 CaLaTaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-1132 MgV3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758876 Na4V2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196395 NaV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200758 CoH12CN5O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505168 K2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177768 LiTi2VO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743588 KRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743697 CoP4F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1312235 Co3B7ClO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541190 Fe5(OF4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778245 Sr8V6O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17138 Li2Fe(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194022 Li4Ti3V3Cr2O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003322 CoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694964 SrLaVFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10587 LiVOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214677 Li7Co5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772434 Yb2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-126 CrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625700 Rb4Mo5H4Se2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559600 Co2H36N13Cl5O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-646182 K2Mo(I2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770552 Mn5CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196001 K2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10508 K2SrVB5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766106 KMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9149 Ba3NiSb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752778 NaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31554 NiO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757858 NaMn3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1578402 Ca8ScFe7(SiO3)20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099253 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779353 Na5ErH6WO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287028 VCdCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173880 Li9Mn7O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764798 NaMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194563 KFePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1663238 LuVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194804 Cs4V2S4O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210895 K2RbYV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779092 RbLiCrO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-27479 RbV(IO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776041 Li2VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753659 TaVO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210390 Li2Co(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1653040 VPH5NO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756144 MoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228244 Li2Fe2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19000 SrFe2S2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24597 VCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752805 Li8Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209472 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761008 Cs2VS5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561541 Ba2Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755754 Na3SmV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757672 Li2FeSi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756326 Mg2MnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227920 TmCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31123 MnH6(SO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863361 AgMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192505 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774358 Na2Cr2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772415 CaCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193185 KNa3Mo2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312822 KV2PO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627119 Li2Cr3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557424 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-996994 KMnH5(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18921 Fe3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867654 U2V2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274301 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25402 KLiNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776517 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18814 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558067 SrCaMnRuO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101189 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557475 Li2VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756814 LiMnBO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1648760 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174259 Fe2P2H6C2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541220 K2Th(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228308 NaFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603946 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757366 ErVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181308 Ca10V6O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211656 Tm2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761177 Na3LaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757614 Ti3Co3(TeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194343 NaFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210920 CaCu2(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221988 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194659 CrS2NO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765352 Li32Mn3Cr13O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757217 Li8FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191085 Na2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557934 LiCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561037 NbTlV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28824 Li7MnO5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772428 Na4Cr2H6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211000 PrSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23839 MgCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223502 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19001 LiNiBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212714 LiTiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777792 Rb2LiCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177945 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756204 La2MgFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21798 V4O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222672 KMn(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-42264 LiCrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194642 VAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720863 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203476 NaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173962 Li4V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754697 Co2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753647 MoPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26143 FeSO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850750 LiCoBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755984 Li2SiNiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555794 Al2CrO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757720 Ba2DyCoCu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754642 Cs(MoO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1237644 Sr2V2OF10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-782639 Li4Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753503 SrVCuHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763177 Sr2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095090 Ni3P3O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-504723 FeB2C6(O3F4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753220 MnF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779002 CsBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216043 CsMoO2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772178 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211051 Li5Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17445 LiMnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4408 KFeH2S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218366 CsCoO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744832 Li3MnF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23423 MnC5ClO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-504506 LiSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196585 ZnCoTe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16553 Li3VO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19161 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752796 VXe2F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227081 LaCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196510 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-628782 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214103 Li4CoOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756658 MgSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653267 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228643 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18844 LaFe12O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220238 Cd(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556102 K2MoC2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690058 K3V3(AsO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192353 Ca2NiSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226454 Sr10Cu5Mo(W2O15)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625939 Na2NiPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554334 Ca2YAs(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22754 MnBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196870 MgCo(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217238 Mn3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208461 FeH4C3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758354 VCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037085 Li4Fe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176402 LiFe5O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22006 BaSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770895 Fe7Si3(H4O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210849 Tl4V5CdClO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776140 Mg2CoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1132757 Rb3V5O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756057 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226157 MnH2(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600224 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641568 MoH4O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758931 DySbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078539 Ba3MnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1640617 Sr2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758390 Li2TiCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756582 Li3MnVP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111053 CaMnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683791 Cs3V2O2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763247 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744264 BaLaTiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754904 Li2Fe3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616215 CsTaCo(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867592 Cs3La(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780845 Li2CrTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752907 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760042 Li4Fe5Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753252 Li3Mn(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32309 Rb2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31128 BaYVCuO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210760 MoIrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758927 Li6MnSn3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179536 Cs2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753740 Li4Mn3Fe(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867733 CsMoAsH2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175360 Na3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210542 HoTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18939 Li2VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752823 Sr2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208827 MnFe2Sb2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758448 AlCr(WO4)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1174771 Na5NiHO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19935 Li3VOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752590 K10Hf3Mo12PbO48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100926 MoC4IO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555152 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752560 V2Zn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19276 LiCoCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10548 Li2TiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863394 Li2Ti2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758699 KV(IO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18809 Cr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770737 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18233 CsVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24036 Ho2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1271282 LiNbCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31124 NaVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505424 Rb2CoP4(HO2)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557135 Mn2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557238 Co10Ge3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4123 Li4Ni(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780116 Li2MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562767 Li2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28890 Li12Ni11O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111141 Li2Mn15O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9175 Li4VF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19225 MgTiCo(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705061 Na3VBPO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756667 CaMn2V4CuO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-698669 LiNbNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194895 Fe3(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743839 Sr2Fe2S2OF2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-779882 NaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558810 YVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756141 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226975 RbV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768501 Li4Mn(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100646 Li2MnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-40630 Li2CoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197894 LiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651279 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
