mp-753521 BaVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777638 KBaV5O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286205 Li5MnO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753430 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561000 NaZn2(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177950 MnZn(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504704 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15989 PrMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19300 Li2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196995 MnH12C2NCl3O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770575 LiVSn3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850971 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1298313 Cs2CrH2Cl5O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210475 Li3Co2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778756 Li4Mn2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214516 Sr2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560338 Y2Cr2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757593 NdMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756575 Fe3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214357 SrCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744736 Cu2NiSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1638702 CaLaCrSbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560175 BaMo2(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103556 Li2CrAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179306 LiV3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779311 BaCr2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-999539 K2NiP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212233 Li2MnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505405 BaV2SeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7988 LiNi2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221075 LiMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19440 CoSb(CO)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095170 Ba3MgV4O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649492 Sr2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195119 K3NaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706235 Mn2Cd3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216962 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10595 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221946 Li3MnBAsO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-584637 Fe4AgP(XeF3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759129 NaFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760222 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568137 KGaCoC4Cl3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765607 Nb2WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176150 BaV2H2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743872 Cr(ClO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754278 Na2Mg5(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775988 LiPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753303 Na2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770610 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200457 Cs2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690530 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773510 Li3V3(BO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18050 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-377 Ba5V4(ClO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22805 NaCo2(MoO5)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-753899 LiCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755332 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177757 Li2MnF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198390 Nd4(WO5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218581 Co3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076377 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100592 Nd4(WO5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636215 KMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755087 Sr2MnGaO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753212 Sr5La3Mn8(O5F)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101193 MoH18C5(NO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192793 ZnFe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752466 BaMn4AlO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651106 LiCo(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753525 K4Na4Mo3(WO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19456 FeO Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216303 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867791 Sr2CoSbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-546989 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756790 LiMnSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211000 TiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753012 Cs4KLiFe2F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226403 Ca10VP5(O12F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771650 LiVMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556997 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690550 K3YV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211092 K2SrNi(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1143651 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754576 YbCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217793 Li3(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770737 NaV3P2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755235 SrVPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764760 Bi2Mo2Se2O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1275528 CsIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18892 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013565 V2Zn4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1294817 LaCoSbPbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771954 K(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215685 TiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21860 Li3V2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556790 Li7MnO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296431 K2ZnCr2(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-688785 RbNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757854 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208998 K2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557063 Rb2Th(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759815 KCo(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558344 V4FeCuO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753740 Li2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770639 MgMnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198168 Li4MnFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279869 Li3Mn2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-705061 MgMn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559713 LaVCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19131 SrV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761001 K2NaCo(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559028 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177837 BaSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 Na2MnP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-6284 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753103 Pr2Te4MoO14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850007 CaFe2(AsO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684727 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556010 Ba3Mn2O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-773430 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757246 K2RbSmV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173624 CoSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768612 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850538 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558367 Mn(HO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-743511 MgCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773184 YBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23123 Na(CoO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780162 Sr4Mn3BO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775154 Li4V(TeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099253 SrLiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195788 CoH15N6(ClO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222519 Mn5H8S3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1575885 Li2FeCo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-24036 VPbOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1279742 MnH2SO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18723 Li2Fe3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754618 K3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173529 K3V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699352 Li2V3(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-510456 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25207 MnH2(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19167 Na4Th(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867517 SrCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174527 Na5LiFe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182700 K2Zn2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1645095 Li2AlCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215303 Y6MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12903 Li2TiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19021 LiY3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766811 NbFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276717 VAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194518 CaSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867525 Al2(FeO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755695 MoP4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773177 K2RbLaV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100476 Li8FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211661 Er10W2O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560714 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190622 DyCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25258 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177174 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227451 FeOF Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744674 Li2V3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651601 Ca2Fe9O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753659 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757681 TbAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755163 LiV2(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556092 Li4Co3Sn5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227000 Cs2ZrAl2(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190897 K2Cr2AsHO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18793 Rb2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765430 Fe2C9O7F4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-971678 Li3Cr2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26003 SrLaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1250185 CdFe4NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554354 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744841 Rb2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698583 CaMn2(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760139 LaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198533 SrCo(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760330 Li2FeSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22526 RbY(MoO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-773512 Bi2Mo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211745 MnZnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-37779 K4Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780114 Mg30FeBO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173919 MgNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229147 CsTaCo(OF2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-706566 LiVF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777480 Li3Fe5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755845 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196606 CsTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209427 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200993 NaCaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197244 BaVAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200365 Li6V9(PO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101657 Li3V2(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178498 Mn3V2Co3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-504184 K4V2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561894 LaTaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104265 YFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209482 Li2MnO2F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-778494 Mg2MnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223342 Na2MoAs2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756873 FePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625744 Sm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556077 NaMg4V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743860 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752456 Na3Fe(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-149 LiV2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224232 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753185 FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18954 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19770 MoF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558909 NaVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1132757 FeB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227642 LiScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18837 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758664 Dy2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227034 Mo2AsH18C6NO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194639 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25402 Na2DyPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12752 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25279 RbEr(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-776440 Li2AlVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-23967 Li5Mn8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779354 Sm3BWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17824 LiMnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754102 LiMn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1643079 Li4Nb3V3Cr2O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218914 Sr3Fe2(ClO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649091 Mg(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704550 Fe2Te4ClO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-975958 V2Bi8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557934 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-578604 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19418 TlV2AgO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560573 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197988 Na2TmMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198978 Ba2Fe2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013849 CsThMo2ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208685 SrMo3(PO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105560 LaMoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-631247 Ca8V7ZnBiO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765834 Nd2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753613 Tm2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850225 Sm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752792 CdNi(PO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176585 BaNb4(FeO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1224007 CaThV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775296 CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771270 V5Te(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18779 CaCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684782 Li2Mn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775276 Fe2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755929 MoPNCl6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228550 MnTe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661854 Sr10Fe4Co(MoO6)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181824 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19134 Li4Mn5(NiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753588 V2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177474 Ca2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101210 Cr2Ag2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099669 Li2MnSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774192 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218332 LuVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559758 MoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213346 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24555 Li3Mn2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756947 RbV2Fe(AgO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3101 ZnCo(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213270 LiMnCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305516 RbCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581396 Ca2V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510725 Tm2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-15457 ZnFe(GeO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1210016 VGa(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223484 Ca2Mn2Si4H8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754284 K2NiC4(SO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505285 CaVSi4O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766124 MnOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510281 GaCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-1236 Ba2CaV2(P2O9)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1177781 NaSbMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705435 Co6Ge2(CO)19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5855 LiCrPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-31230 TaFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208048 Sr2LaCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761052 Na3Fe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760312 Na3VS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781495 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19350 LiCrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203166 Tl2V8O21 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-697692 FeTe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19406 CoH2SeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26081 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744260 Ca3ScCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196184 K3VCO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274989 HfV2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1581389 Li2VGa3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560059 Li4NbFe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-583506 LaCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191330 Co2As2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754438 Mo2N2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758543 KMn(SeO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214549 Li2NiBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757236 Co2BO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776472 Ba2FeCoClF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5816 Li5V3(NiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636731 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766127 Ca3Fe2Br2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18800 Na6Fe2B4SO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
