mp-1218736 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-486 NaV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556104 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761676 Be2Tl2Co(O3F4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762018 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209736 LiNi2(CO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772403 Ba6Nd3TiCu6(MoO12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557603 Zn7(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754228 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753206 Li6MnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772529 K2LiIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176279 Rb5NdHf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196385 Li2CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25289 TmWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22544 Li4VTe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173107 Li2MnF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26297 Mn3Co2Te3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715457 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101349 CsTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556779 NbCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182683 Ho2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645942 CsUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180493 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771013 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226430 V2Zn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757803 CrSb2H12(C2O)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757108 YV2O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222347 Sr2MnWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560285 YV(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228643 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867518 FeC3SO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21798 Na6Fe2B4AsO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-608469 Tl2Fe2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753932 TbAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758783 Tb2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216117 V2P2H6PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753451 Li2Ti3MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683666 VIn(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198591 Sr13Mn8O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764629 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558765 Gd2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182136 NaVSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744610 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762575 BaEu2Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19466 YCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755208 Ca11YAl15Cr4SiO48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773099 Eu2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743645 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510638 FeSi2C4(Cl3O2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194793 Mn12O7F17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209180 NaMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757405 SrDyCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003312 Ca2CoTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222585 LaFeAsO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28331 RbV3(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26088 K3MoHS4O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32310 Sr2TaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760202 Li4FeSb(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-13187 Rb2Th(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1640236 Li3CoSiBO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758803 LaV2IO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568822 K2Fe2As2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201772 Rb2Cd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272167 TbCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752946 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779789 TlCr4BiO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210292 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211333 MgTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554839 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22280 Ca2LaGa(FeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225344 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177757 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504734 Li4V2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752853 Cr(AgO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208580 Na2MnCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18932 Pr2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697726 ZnMo2(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561162 RbNa2Mn3P4ClO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211916 Mn3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753962 Cs2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079901 La2TiMnO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1275133 Li17Fe6(Si2O7)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764642 Ni(RhO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1260716 LiV3OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222860 NaV3(SO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-14355 Li3CoO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-650943 Y2Te3MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224205 Mg8Mn3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755561 CoSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003641 CsPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505153 ScV(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776416 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558512 AgMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222330 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079680 Li2Ni3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-546843 NaVWO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1175953 LiMnPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14348 CoAg(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104323 HoSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204734 Li2Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752506 K3NaMoC4(N2O)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755582 Ba2MnTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5217 Ca(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218332 Na2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753308 CaMnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210760 NdTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744322 Li2V3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752518 SrV2ZnO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21874 Mn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774897 Li4Ti3Nb2Ni3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765575 MnIn2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218233 BaNd2CoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753500 Co4Si(CO)14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5285 Cr2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759567 NdTl(WO4)2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1222041 CrReO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556507 Li2Co(Si2O5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222538 TlV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25837 LaMo2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21880 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101214 Li3MnCoO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-532538 Hf3NiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764344 MnH2SO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1192147 MgVBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759002 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27597 Ba2Fe2S2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558836 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100581 K2UMo(IO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212685 Tb2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218610 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216804 RbCr2BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752653 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760112 Li6CoOF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10468 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1664125 NaLi2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557654 Cr2H2Pb4ClO10F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196196 LiFePH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213209 CsTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772540 KNi2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223849 CoHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275528 BaCo2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756031 ZnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777448 VAgOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757441 Mn2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1647468 Li2VOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758277 YWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209985 Mn3Cu2Sn(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685231 Mn12O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754915 CsIn(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1191127 LuVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175104 Ba2YbMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203476 NaCaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076680 Ti3V2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760954 CoSb(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705009 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9875 BaVAsO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-704251 Ca3Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777595 NaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867629 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778476 Na2MoSeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18726 NaCa3Mg3Fe(SiO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078668 KCr2FeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205475 CrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12618 NbFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-675117 NaFeSO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175080 Sr2FeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560406 KNaV6(PbO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19213 SrCa7TiMn7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5033 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772662 Li(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204378 FeO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212132 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205690 LiFe3P3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559316 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217927 Li3Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1021504 LiCr(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204674 K2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754726 YAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-977100 CrF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216516 Li2FeOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190442 V2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080749 UCd(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11732 NaMnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303920 Li3Ni3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23566 Li2CrFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759480 FeAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755250 KMgIn(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176192 NaFe9H18(S3O22)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174323 Li2MnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221015 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867572 Ba2HoV3O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1277762 Li7V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227923 BaLa3Mn4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037121 Li2SiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178498 CsNd(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850971 Li10Ti2Fe3Co3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1283181 LuTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752912 CaFe(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753634 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215128 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560793 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754539 ScCr2Ag(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756536 KUVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772016 HfTl8(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181578 Nb15MoO40F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616444 La2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25454 V2PbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766811 Li3MnBAsO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174751 Na2Fe2C4SO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757107 Li2Mn2SnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202459 MnV2P2(H4O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10492 Li32Mn11Cr5O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076159 Li2VSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756072 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540602 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768304 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16864 Ca3Fe2(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209472 Li3SiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756841 KHo(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1225991 NaCr2In(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19156 Sr2MnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177393 Li2Fe3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101586 Li2MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200957 Na3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558051 YbMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774276 Ca(CoO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177588 LiMn2O2F3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773128 VXe2F17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558897 Li4FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765036 Fe(BO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752841 KNa2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220829 KMgV5(H8O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1265053 ZrMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773188 VF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761481 Na2Ni2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753300 LiSm(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1016120 FeSb(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221356 Na3MnAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212114 K2SrVB5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1185261 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221052 TlVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228050 Na3VAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25393 RbBa2Fe2F9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037533 Li5Ti2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767873 KCe2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849515 CrP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-615173 Li4V3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647812 Fe3C9S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177182 La4ZnCu2MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20798 CaMn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224835 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227032 Rb2CoP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5456 CaSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212243 LiMgAl(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218175 Li5FeO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755285 LiPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557843 CrH6SO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221887 Na3V(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29747 Li7Mn8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094123 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561361 TiMnH12(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752510 Ni(ClO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1187448 CaMn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208466 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557276 NaMnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099611 BaNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753944 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210997 MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18943 Mn3SnO8 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1224220 Co2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755694 Li4VCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177532 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18855 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212763 Er2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752436 Ti2Fe(PO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-584742 Ba7Ca2Mn5O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867866 K2Mo3SO17 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560015 VReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173962 Ba2V2F11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-6915 Li3Mn3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560755 Lu2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204784 K3Sc(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600211 RbCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775172 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18473 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743704 Na6CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23642 TmWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111102 Li2Cr3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180305 Li2U4W4O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24234 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176388 Ho2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760313 NaSrFeF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776960 LaFeTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765139 Tl2Mo3SeO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-24055 Ca2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1289 Li7VGeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175051 Li2MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312822 Li2MnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754758 BaYFe2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209095 Li2MnGeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26339 Bi26Mo10O69 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756209 TiCr2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753488 Rb2UCr(IO6)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-572621 Li2V2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218104 KLiEr2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759166 Ta2CrNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759935 Mn12O7F17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18856 Na2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193927 Re2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218324 Li4Nb2Fe3Sn3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1579309 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
