mp-653922 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101243 LiV6O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18788 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780734 Mg6MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768043 LiMnF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17159 LiVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228118 MgFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208045 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754248 Sr2CaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178195 KNa2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1258369 CaMn2(SiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554750 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177217 K4Li3Mn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780154 NaFeP3H7O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755775 LiVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753446 CuBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216362 K2MnH4(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275808 CsNd(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759910 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3999 LiCrPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227920 Sr3V3BiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201418 Li3CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505037 Li2Co2SnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224706 Li2TiV5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540439 ScCrO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754294 Li3Fe2Ni3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287556 Rb3MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28207 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684782 LiVCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780499 Li4Mn(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228549 Cs3La(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556379 Li3MnF5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-769557 Li2AlFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203804 Cr2Hg2H2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694554 MgMn2As2(PbO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752611 Li2TiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217521 Sr2Ce2YCoCu2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176348 LiVOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756227 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-652366 La2CoRuO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23565 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197764 Li3VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558051 KDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704360 CoAg(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744832 Ba2MnGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555327 NaVWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768598 SrCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206526 BeCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177781 Mg3MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770390 SrV10O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661754 Ti3Mn2Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1287553 Tm2(WO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-735513 CoAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555988 Nb2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278696 Co3Cu(PO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760196 Mn2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558956 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780157 V3Cr2Sn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705670 Al3CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-567548 CrO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-705194 YFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31624 MnVAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752853 SrLaVFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780295 K2Be2NiH6F8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559196 Sr2Ca49Mo12N56O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194448 Na2NiPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204222 K2MnAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560167 FePH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209246 CsVSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2372 La2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-695783 Rb2BiMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227627 Li3MnF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209037 KEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175243 Sr2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756700 CaZrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753899 Zn(NiO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779070 FeB6(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6365 K2SrVB5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504845 ScFe2BO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753902 Ti3Nb2Cr(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674504 Na2TmMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763051 Sr3LaV3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213413 Li5Mn6(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198813 Rb2Mo3Se3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756415 CsEr(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228087 BaFe4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196429 LiV3O3F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867624 DyAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24250 MgTi2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755545 Li4Co5NiO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554052 Nb2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180452 CrBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19270 LiScVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849678 Na5Tb(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209314 Na3Np6FeF30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756133 CaV4(AgO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199828 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752700 Y2WO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-776007 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194512 MoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555364 Fe2GeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771027 NiPbO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-891956 KNiH9(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28936 CaV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561267 Li3Fe10O7F9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218724 Li2Ti3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178085 Ge3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758640 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556349 MoH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559028 Li3FeCu3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244754 Li7Mn(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769634 ThTeWO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13694 LiFeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756514 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776440 Fe5(OF4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173735 SrCaMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757925 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758458 CsY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222732 Li2VCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754764 V2Pb3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111145 Mg2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779031 CaTiFe(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227173 Li2MnSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214664 Ba3Ta2MnO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174721 RbPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19084 Sr3InNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7386 Li4Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770873 CoSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651106 Mg2CrWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22330 V4HgO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193772 NaCaMgCr(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19345 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767620 Mn2PClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772333 V2CdO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174093 Li2FeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-622619 K4CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626068 Li3Ti2(FeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1249045 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177757 YMo(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772484 Sm2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2968 LaCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761092 Co3C10O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1172980 CsCrClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203689 NaCoBO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-561162 LiCo3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562513 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205279 MgTi3Pb5WO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756326 Ni(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213230 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777408 Cr2C13SN3(O2F)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1111939 LiMn2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291670 Li3VCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-631247 KCr12Si8ClO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32310 MnAs3(PbO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1277038 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174464 MnH(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558010 HfMg30CrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1183253 La3Sm(FeO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-20312 LiTiFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-603935 YbMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26193 Li3CoPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555885 CrH6CN3ClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18611 Dy2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754744 ThTe2WO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625714 V2Se3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1171226 Co(RhO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557442 Li4Ti3Nb2Ni3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224078 LiFeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758076 Li2V(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1265975 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211137 KPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224904 Ca2NbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561554 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778623 Li2U5MoO19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173791 Li2NiCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705910 Tb2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715276 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661813 BaMnSbF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753828 NaNiAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099611 VCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287546 LiMn3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176884 Na5Mn3F14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754421 K2RbHoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863378 LiFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-865024 Na3CrBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849735 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744843 Na2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765415 Sr3Ca6V7BiO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557365 LiTiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213193 MnP2WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753950 FeO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27511 DyNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661502 Co(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850355 BaCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757599 LiMnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-534775 Sr4Fe4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754230 V3O5F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19660 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079620 LiMnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178024 MnH8SN2O4F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9841 NaLi2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095337 Yb2WN2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10456 Mn3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175406 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291005 ZnCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100926 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12615 LaCr4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762265 Na3FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19305 KHoCoSi2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753624 Cs2K4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176598 Cr2AgBiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752444 SmCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192819 Li4MnSb(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867704 Na3LiMo2(H6O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218837 Li2Co(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1643767 Na2VAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776285 Mg2Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780482 Li6Fe3Ni(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275491 Mo(HO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757804 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561186 Li3Fe2(CuO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218351 LiCrNiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1104830 RbCr2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760242 LiFe(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194554 Rb2FeH2C5(N3O)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761066 Sr2CoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757743 Rb2Zn2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195415 Li5NiO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210624 Ba2V2CuBrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19400 Mn2Zn3(Si2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195856 LiVFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218317 Sr2VMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1012668 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752796 NiWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572375 Ag2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3154 La3SmCr4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9713 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768550 KCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32309 K3TmV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768851 InFe29O40 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296787 K2Co(SeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1204373 Rb5FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23785 Ba3SrCa2(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225390 Sr2NiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558509 Sm2WO6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mvc-10908 MoH8(NF2)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-867947 CoH15Br2(N3O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558386 K2Cr2AsHO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758248 KMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194435 LiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227848 Na4NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605503 MgFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228169 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174940 CaCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690658 Li5Mn2CoO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-752578 K2RbPrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772210 Li4Mn2Fe3Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1294817 MgSiNiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1188475 Cs2FeCl5O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18050 CaLaFeSnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181711 Li2FeNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2547 V6H2Pb4Se3O26 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744948 TlCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-6274 Li2CoBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757068 CaCrBi12(Mo2O17)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-972384 ErMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215732 Li2V3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557553 LiNi3O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220800 Cs3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274182 K3YbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209807 Na2MnPHO3F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24009 Li2Co(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223137 VBiPbO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174016 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-641191 LiCoCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190505 Zn3Co2(Si2O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177194 Mn6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25082 NaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754753 HoCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758209 BaCr2PO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510558 Li2TeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774801 YV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696580 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203219 NaCa2Mg2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7725 Na2MnAsCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-29351 ZnNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208141 Dy3BWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211809 Li2AlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226180 NaVCdO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1195248 SrVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-627151 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744579 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-656887 K2CrSO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1291447 Li4VO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753647 FeH4C3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753223 MgTi2Pb4WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1571054 V3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19108 Nd2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1172919 BaBi2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221015 Na5LiCo2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545469 NaCoBP2H4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272719 BaVAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26617 K2MnH2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1283577 AlCrMo6(H19O20)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764019 V(AgO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572231 LiMn3(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207646 Li4Fe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850876 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201236 Ba2CrMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19219 Mo3NO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178023 RbCr4BiO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1640786 SrNi2P2(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
