mp-745180 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1193081 LiCoPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19373 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867517 Ni(RhO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754697 Ba3V2O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23501 BaCo2(AsO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557087 Ba3NiSb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180493 Rb2CrAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546989 Tb2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8026 Li2Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213147 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557902 Ca2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27604 NaMg4V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1183168 K4V5CdClO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554492 Mo5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772164 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554293 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12553 LiMn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218284 La3Ni4(P2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849481 Mn3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-656887 Li2VO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754506 BaCa(NiO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757743 Li15(FeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18520 K4MoC4(N2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6404 Li2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17385 VO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099674 K3Sc(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12164 TbCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180501 CaMnZnAs2H3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214954 CsMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287184 VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210963 K2NiH12(SeO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863394 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546027 Ta2CrNO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200592 Li6NbV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759301 Mn4Be3Si3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19590 BaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-38683 MnAs3(PbO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558836 NaVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19281 AlNi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-41742 LiTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504184 LiFe2F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176541 Na4NiP2O7F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694564 FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-998365 Na2TbMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-600233 Li6Mn2C4SO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758540 V2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850959 CaMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759105 Li13Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752971 FeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625679 Nd2Te2W2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551086 Li5Fe6(BO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192499 LiMnNbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557947 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213217 KLiSm2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19052 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211556 Li12Ni11O28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176521 CaCrF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504284 RbVPHO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760189 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20427 BaV2ZnO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771824 Mo(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19054 MnZnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15993 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274301 LiTiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225274 Na5Li(Mo3O10)3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-753509 SrMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752976 BeCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204966 LiFe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-652683 Pr2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26430 K(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20589 Li4Mn2V3Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1236158 BaV2(CuO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1096819 Li3V3Cr2O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17724 CaV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223013 Li4Fe3Co7O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180348 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849667 Li6Mn2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303221 LiCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770560 Na5Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277753 Na3Fe2P(CO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195554 Sr2Ca6FeCo7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761168 Cs2VHO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561273 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178445 MgMo2(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558802 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762018 Rb2NaMn3F12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26367 V2As3H17C4N8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279062 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850902 Na3CrBPO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217056 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211339 V2Zn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22243 MnZnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562364 K2RbHoV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752431 MnTlOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197635 Mo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616160 Ba2CaEr3(NiO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561554 K2V3(PO5)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208680 Ti3P6WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559081 Na2MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210261 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223804 VBiPbO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1205258 FeCoPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757866 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222689 Rb2MnH2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101700 La2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757393 Rb3GdV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199670 Ba2MnGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302246 Tl3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076194 SmFeAsO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175611 Mg30NbVO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5179 Mn8HO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572287 KHo2Cu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22421 TiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20312 Li3MnV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 FeCu2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754528 SrLaCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556966 MgMn4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758951 Sr2TaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764057 BeCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273212 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3034 Nd5Te7WCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-619577 K2V2P4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558124 Li2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176659 V4O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744756 DyCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1183004 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19313 Mn2AsHO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-600169 Ca2MnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177748 NaCaMgCr(SiO3)4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-42264 MnSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761676 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19147 LaCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600211 NaCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754423 LiVF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282740 NiTeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759837 LiV3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20014 Mn3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079362 MnH2SO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227141 Mo6H24C8N2O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214013 Ba2V3InO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752846 Sr2CaMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24234 EuMoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555287 Cr3Co2As2(CO)20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1286841 Na3VB6O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1663008 BaMgV2ZnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626316 Li2VOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752427 Li2MnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768438 Li2V3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752825 Ba3NdV3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176915 K3NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176299 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178333 Li3V5Cr2O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9883 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558211 Li4Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772643 MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764994 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849682 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192188 CsFe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759067 CdNi(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3315 Rb2MoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1207346 BaLa3TiCr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195392 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559851 K7Fe5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272688 Mn8O13F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21798 Li4Mn3Fe2Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228018 Mg3Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765973 Li2Cr(H2O3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201415 Co2H21I7(N2O)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639105 Li3TiCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765741 K2BiMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10460 Na2V6O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18835 ErTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26275 MoIrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179039 BaCoP2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1190622 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-40502 Ba2V3BiO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302887 VPPbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18827 Cr2CuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173985 Ba2La6Mg4Ti3WO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754072 MnSn(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22806 Li(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080029 NaAlCr2O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567940 Cs7U8V2ClO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-586 Sr3La9Mn10(CuO18)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560793 Rb2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18952 Li13Co11O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772426 Na2DyMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546007 Cr2Cu3(OF)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11086 Li2MnCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1316653 CsLiMoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761279 VP2NCl10O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7611 K2FeH2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753317 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755073 Co(ReO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1294817 LiMnV(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753076 MnPH2CO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560496 NaLiFePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568567 Zr6Co2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757329 Bi6Mo2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21880 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744858 Co4Pb(CO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-531917 Ba4Cr13O28 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759204 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780315 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778991 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760264 CaNi2(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554787 MgCoBi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769566 Li2TiNi2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211532 MgV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13412 Mn15O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554685 CrP2H15N2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099886 SrFe2S2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195516 Rb3Mn3P3O10F7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-752722 Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217930 KRb2CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198645 ZnCr4O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752650 Mn2H2SO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208190 Ba2CoMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756707 Li5Mn2CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1016119 MgTi2MnO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211704 MgFeP2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1111601 Na6CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079069 BaV2Cu(AgO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1660522 Gd2W4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8326 KBa2V2ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756275 Li2Fe2CuO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218432 LiV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758344 KCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19935 KVPbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699146 Li4VCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768557 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770955 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177185 Hf(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758965 VFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867515 Li9Si2NiO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561894 Ni2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222845 Li3V2(CO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554966 BaNb4(FeO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757613 Co2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558441 LiV4O5F7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228336 PrTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274766 Fe2S3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1577282 Li2FeGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210165 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1187759 Ba2Mn2As2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555665 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204421 Mn6O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775903 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21126 Co2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755329 La2Fe(SeO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228358 Li5Fe3Cu2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215616 LiMo2AsO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755516 Ca2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867644 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101729 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510568 Li4Fe(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204321 K2CoH4(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780155 KV3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195415 ZnCoP2H12O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214290 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198777 NaMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559185 Co7(RuO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556361 Mg3FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759773 Ca(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762454 Mo2P2PbO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209280 LiV2(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079680 Li2FeO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213277 Li3V5O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781497 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178904 Ag2Mo3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775855 LiMnP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764345 NaMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763497 V4P9O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182554 Li2Ti3VO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18807 Li4Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244948 LiMnCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190858 LiNiBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504939 NiCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2600 MgMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079620 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194158 TiNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777453 LiV2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705061 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863360 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218145 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-652229 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11633 BaCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218564 SrNi2Te3(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849745 SrCaNiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772427 MgMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16882 Y2Cr3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038594 MnBiAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211699 Li4Ti4Mn4FeO18 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-557563 Fe3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779899 TlCrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560167 Li2VCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209254 Li2VSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754654 ThMn4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505009 Li12Mn3FeP4(CO7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760114 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177552 Mn3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554700 TmMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760393 VH10SNO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216392 CoH4SO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200479 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227180 V3Cd5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542317 Li4Cr3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227420 Li4MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540204 Co2P3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176310 Li5Mn6(BO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31628 CoMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
