mp-754904 NdMnPO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213120 Ba2Ca3Tl2(NiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173107 ErMnFeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540602 Li2Mn4O5F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867864 Li2MnV(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189906 ThV2PbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101448 MnOF Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1296469 Ba2NiMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-640883 Ba2Fe2S2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19009 CsMoH2C2SO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772441 VZnP2PbO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223396 MgVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557548 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775597 LiFe2P2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-644129 Li2VO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12164 MnH12C2NCl3O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11947 MoP(Cl3O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-486 LiMn(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572430 K2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505508 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764770 La4Ga3FeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078634 FeH12C6N(ClO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-999539 Li3Mn(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558133 VPPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209325 NaMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754059 YMoClO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-559012 VBi(PbO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754419 Na2VPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758951 KNbW2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768289 CaLaFeSnO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-20399 SrCoO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541148 FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567250 FeCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775807 LiCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105546 Li2TiCr3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556586 LaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037086 Co2B2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19315 LaZnFeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204412 Li2TiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545646 Li2FeNi3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-705132 Li2VF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753902 Rb2Mo(OF2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754458 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558497 V(HgO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199748 Zn2CoWO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1196299 Dy3BWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775153 BaMo4(PO8)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-849295 Zn3Cu(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-636731 Li2TiCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076675 PrTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744756 Li7Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754547 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17269 HoMn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31230 Li2Ti3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560924 Li2TiFe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504678 FeSeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19490 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2241 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775949 CoH9(NO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562961 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20921 Ba2Ca3Mn4Tl2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296375 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229147 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-685529 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504578 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179451 Mn2ZnH12(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273062 RbVH6SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180181 VZn2HO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273059 CsDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694881 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753927 V2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25199 VAgTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759282 LiMnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176441 Li2MnCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1305882 Ga2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774653 K2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277038 Sr2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14636 Tl3V5O14 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26197 RbMnCl3O2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1208910 ZnFe4NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758873 MoPbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222340 YbTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226199 Fe4O3F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18961 NaMnH3(CO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195873 MoH12C4S2(BrO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560590 KVH6SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220980 Na5VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706518 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775760 LiMn2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772110 K2RbPrV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555680 Fe3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780181 LaCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211147 KMnBP2H2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761481 Li7Mn(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-746324 Fe4O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198581 Cs2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761101 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16679 La3FeW(SO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778930 KMoIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180484 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649195 KNa7V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778814 Cs2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7725 Fe(BO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-27681 K2MnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274182 SrMn(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212685 K6Na2Pt(WO6)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211406 LiMnAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780575 Mg2Ta2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038595 Li3MgNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504495 Li3SiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273627 LiMn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764971 VAg2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213573 LiMn7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753481 LiVSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-541520 MnAlO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221448 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105721 Cr3HgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18975 K2NiC4(SO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282570 Li3MnOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562662 BaU2V2O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180305 CsSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698627 BaNd2Cu(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214409 Sr5Ti4FeO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223352 Ho2(WO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770388 BaCo2(AsO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510511 Mo2P2PbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192562 Ba2TbV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25868 RbNaCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759215 LiCoPHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-649492 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774249 FeSb(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743614 SrCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759186 CaLaFeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-868046 Nd2Fe2Se2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25845 CaVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758092 Li2Fe3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753252 SrCaV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1297665 CsUV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756659 Li3NiPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752885 TeMo6(NO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756405 KUVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303453 Ni(SbO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778824 NaFeH4SO6F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720863 LiFe2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205495 Al2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204008 MgSiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1646388 Bi7Mo2(AsO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174444 RbNiW(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101395 K2Cr2AsHO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176552 MgV4O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20349 CsMn2V2ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213191 K5CeCo2(NO2)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26313 Li4Ni5(P3O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217511 LaMgFeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212049 Li5VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771015 Ni5SbH17C15NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176413 Na2LiMnPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-863396 LiFePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754849 Ag2Te4MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757086 KNbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213522 Rb7U8V2ClO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765385 CrAgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308156 K3VMo3H4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558700 MnCu(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105482 MnSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19265 NaMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19054 Li4Mn3Nb2Fe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675580 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196094 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111105 MnTeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560699 NiBiPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226239 Mn12O7F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755644 CaCr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177291 Li2Mn2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581919 Fe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761125 K3HoV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23968 Li4CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694933 LiVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764265 Li2V2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850340 Fe4O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221069 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037040 BaNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19438 Na2CaV12O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228930 LaFePO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16391 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10608 BaZnMoF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20794 Li3V4(OF3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-552651 SrLa3MnCuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556753 Na7Li3V10O30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568164 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755415 KV2AgO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753865 Mg7Co17O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754641 Li7Mn4CoO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218491 Mn2PC11SO8F9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195880 NaLi2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760242 DyMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1262197 Li2FeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19167 Li7V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556102 Co2SnC8SeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100636 LiVCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554101 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760391 Li5Mn2CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19521 V2Zn2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-17545 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757923 Li2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192277 MgTiCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32465 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19034 Ti2CoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214840 Ba2HoV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760368 V4(OF3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1214516 Tb2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755625 SrZnCo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205671 Na2LiV5H18O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645942 Li2(NiO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221831 La2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-573180 Cs2NaFeF6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1284651 Li5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19131 LiV(OF)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-541256 Li2Fe2Ni(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756356 Ba3SrCa2(MoO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1568372 Mn7BiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24624 LiMn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1039740 Sr7CaFe5(CoO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209347 Ni6OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1154487 K2ZnCr2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698655 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771091 Sr2MnGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210997 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584450 Fe5CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735567 V5Bi17Pb5O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21996 VO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-677260 RbCr(SO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-771262 CaCoF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-11732 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778673 Li3Ti2V3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-33009 Ba5Co4PtClO13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754255 Li2Mn2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757107 V3(P3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26865 LiCoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555287 Rb3FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760202 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203622 CrOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208266 NaVO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1173962 Li2Mn2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559456 KNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18943 Sr2V2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1212689 Li4NbFe5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288155 LiNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216362 Nb2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752611 BaMn2Fe4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238696 Ca4Mn3AlO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211821 V2Zn4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216355 Li6Mn3Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176151 CaCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211576 Ba4ScReWO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761279 Li2FeSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273891 Li2FeCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221047 Mn3Co2(PO5)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756144 Sr7CaMn2(Fe3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744674 Sr3Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209247 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15999 LiNi2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19226 VZnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558638 Cr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510638 Sr3Fe2Cu2Se2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9159 K2Mn2P2O7F2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-542210 VCd2PO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867733 Ca2Ta2CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756120 LiMnSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780578 Li6Ca12Mo4N16O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554745 NaMn8O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775199 Rb2CoAgF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101657 YTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212243 Fe3P3H12C2N2O13F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773042 Li6Mn3CoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213570 Sr6Li2Cr2N8O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765352 K2RbTbV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770957 LiCoSbO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1175917 NaV2Bi3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762840 Li8Fe7Cu(PO4)12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758982 La2MnZnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767632 CoH21C2N6Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560076 K4Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287634 Li2MnO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19400 Nd5Te7MoCl3O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758448 TiNiO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1196995 Li2TiFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18838 CsCr(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216433 Mg30TiCrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850211 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19409 V3Co(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775292 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076165 V2Zn3(P2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16678 RbCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19011 LiNi(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-687090 Li2Mn2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176421 Er2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-546007 Li5Mn2Co3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774828 Fe2AsSO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26845 Li6Mn3Cr2Fe3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003322 Mn3(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755563 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556603 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753362 CaMn2O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772559 Li2V2SiGeO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-602511 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7784 HoVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176746 CrH8(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203083 Li2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214728 CrBi8O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1292604 Ba6Na2Nb2V2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
