mp-1218391 Ba2La6Mg4Ti3WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649091 LiMn(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278467 MnTeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755324 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743841 Li3Mn2SnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735545 TaTiFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763051 CaLaMnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561519 Li4MnP6(H4O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079362 Na5MoNO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6935 Na4Cr2H6O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23388 Co(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25849 BaSr4(FeO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763901 LiFeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761341 LiVF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178498 Cd(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205690 Ba8Mn8O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849999 Cs3Pr(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196795 Cs2CrCl5O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26198 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541872 CaFeNiP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221047 Mn2Hg(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209210 Li2Si2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766025 LiFeB2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19021 Li5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754873 Mn3V2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213684 Rb2LiCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221712 FeSnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195643 Zn3Fe16Ni5O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753558 La4MnSe6O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176176 CaCrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849473 TiV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225991 Sr2MgMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-624009 Ag2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1301965 Ba4LaTi4CrO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197579 LiMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770873 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759514 Na5Lu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228195 Li2U(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554684 NaNi2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17510 MgU(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1313379 Sr3NbCoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213163 Sr2Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778675 Ce(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753212 MnZn4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756057 RbY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213966 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223985 K3Co(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560160 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18852 CsHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-35078 Li2NiCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-552051 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204591 Na2HoPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207659 Fe3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220832 KFeC6(NO)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176413 LiFePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-769499 LiMnPO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-31572 MgMnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-685142 K2Mo2H8O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182780 Li4CuNi3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760194 V2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772396 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754642 Mo8P6O49 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752622 V14Fe5O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222830 Co4OF11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-572287 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755402 Li2VCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1289123 Li10Co3Ni7O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760210 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760196 Li5FeO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1154524 FeNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220980 LiFe3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203333 VH16C4(NO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770682 CaZnFe(AsO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-541211 Li2TiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763517 KGaCoC4Cl3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7962 Y2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997159 BaMn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760367 Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756367 LaCrSe2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559163 Li3NiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221077 Ca3MnH3(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542158 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17968 Mn4C15S4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211325 LiEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26685 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207871 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561538 MnCd4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694888 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780202 Li2CoAgF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771308 CsThMo2ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18873 CoSn2(OF)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558344 Rb2Mo3SeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194448 ZnCu2(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774821 CsV(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213941 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-126 K4Co2O5 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1641016 LiLa8V8O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19412 Ni2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177448 Ba2Fe3P6HO22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30901 KTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190827 LiCo(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272379 LiMnP2(HO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775324 CaMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27222 Nb12WO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849749 Li4Ti3Nb2Ni3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173492 Li3V6Fe4(CuO12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756268 KHo2Cu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849398 LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272524 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755680 Sr2Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755692 Ti(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1309988 Ho2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757366 Li2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19162 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1314856 Li8Mn7Ni(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5990 Li5NiOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209632 Y2Mo(SeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101241 V2Ni(TeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850401 Mn2Sb2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627151 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207730 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176391 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182205 Li4Fe(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25207 Rb3TmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555364 Mn7(AsO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772320 MgFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758298 TbWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-865272 SrCrSn(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510589 MnH10S2(NO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770625 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754357 Li2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772640 Na5Li3V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555988 Sr3ZnCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757778 Na2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177469 ScBi3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27913 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-996995 Li3Ni2(CO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194636 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196576 Li2Co(PO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192011 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203873 Mg2Nb2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773008 Li3Mn(SbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1112404 Sr2FeReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5705 Ca2(Fe2O3)11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559510 LiFe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758529 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26771 Mg30AlCoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19172 Rb8Hf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208042 Ba2MgMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768501 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211809 FeBP2NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752552 NaVH2I2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753791 BaCo2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175789 MnHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225408 LaFe5Bi4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-15202 Cs2K4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31124 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18890 BaV2(NiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761077 TiMnH12(OF)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849383 ErTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554750 Mn3H24(O3F2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505595 Fe2H10Cl6O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753615 V2Zn3(P2O9)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-510638 ZrMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561410 K2CrF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215738 V4(OF3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210103 KVBP2HO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221848 VP2Cl7O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19239 BaLa2TiCr2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19117 Na6Mo11O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105126 ScTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757345 Li2VP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771701 NiF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775289 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11633 Ni5SbH17C15NO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225856 La4FeSe6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193654 Na3V2PO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209958 FeC7(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540582 Cr2TeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558711 Mn12O7F17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772665 TiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761260 Na2FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770781 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276866 NaCaMgFe(SiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558755 Ca9LaTi8Mn2O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764874 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196122 Li3Fe4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780479 K2UMo(IO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19281 Cr3Si3Pb10(ClO12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198550 Mn3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102363 Ca3Co2(Si2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697458 Co2Sb2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755695 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561743 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754069 Rb2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287184 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764333 Li3Nb2VO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224302 K2Mo(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191659 CaLa2MnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306461 Na3Li(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558010 SrFe2S2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757606 CoHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775735 Na2NiCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275198 Co2H31S2N9O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273212 LiVFeP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771882 BaSr7Fe7CoO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26751 Sr3MnRuO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759770 Cr2Te2N2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200438 MoC3S2Cl7O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705869 RbCr4BiO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557093 KCrIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770659 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-616215 CrCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175660 K2Ni(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211306 Ni3Sb4(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756211 MnSeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1267352 Cr(CO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1239320 Cd4Mo3WO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215303 FePtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690490 K3MoHS4O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756529 MnZn4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759969 CaTi2CoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773176 CrWO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-861850 BaNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176994 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661502 Li2SiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221998 TiCo5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754732 Co3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20659 Ba5Co5O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220301 Be3Fe4Si3SO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275124 Li4Ti3V2Cr3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227834 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774233 Li4Mn3(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199959 Cs2Te(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559250 NaFeSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227420 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776054 LiCo2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-543110 Li3V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744181 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204784 KCo2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715584 TlCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560153 Na3CaFe(SiO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699555 K4MoC5N6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705361 Y4CdMo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237291 Ba3Fe2Cl2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200820 LiVCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101395 Li4MnF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3744 Ag3Mo3AsO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19084 V6O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755754 Li3V2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568591 Li2CoSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765010 Mg3NiO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-25463 Mn2SnC9BrO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19296 Ni2C5(Cl2O)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761158 NdTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752776 Cs2Mo2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771332 Ba2YFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19363 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19112 SnMoH6(CO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753001 Li3Co2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178416 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18815 Ba2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223402 Sb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208827 Sr2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758296 RbCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743860 Li3AlNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199561 LiVP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757613 MoIrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278693 Li3VCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175806 Ca3Fe2Cl2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758892 KVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198721 MnPH15C3N(ClO)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772952 Li3Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-943492 LiV2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776473 LiMgAl(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759125 NaNi5O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735556 ThMo2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562364 Li2Cr2FeSbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176627 LiV(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558860 RbFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765511 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770629 Sr4NbCoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556688 MnSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765634 CrInO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775848 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-33857 K3VO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21355 Li5Fe(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777589 Ca2Co3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8629 BaLaTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210161 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283577 Li2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096819 Li2TiFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1217399 NaFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759067 KMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1264233 VHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18807 Rb3YV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558952 Li2Fe2(CO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758349 LiMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 TiCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1180366 Li4Mn3(FeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743819 NaV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849504 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212917 CoP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-29189 Er2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175404 Li3Mn3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176150 Fe2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752403 HoMg(WO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556730 Cs2MoS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-782639 Li4Mn3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849477 Fe2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
