mp-775211 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753376 Li3SiNiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19406 Cr4OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744181 SrCrBi12(Mo2O17)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100508 Li2VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754904 LiVP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214937 Sr5Ti4FeO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554482 CsRbMo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774276 VMoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755986 Na3Ni7O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174298 YVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756584 RbVH4(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24055 MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-998762 MgCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1251977 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753377 Sr2FeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31518 Li6Mn3CoO10 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-20641 ErSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217056 VCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177608 Li3Y(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213193 Rb6U2W4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763365 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229178 Sr2NiOsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199176 Mg3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198813 Mn3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540566 TaZn2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774679 Li4AlCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096783 LiMnB2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754416 UNiH14O9F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756990 BaLi2NiO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-774878 Li3FeSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280463 K3Ni2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769493 Y(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705362 LiVCO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1211715 Ba2MnAl2CoF14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755329 LiVCrP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205336 Te6Mo(OF5)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177711 CsTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1112406 La2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755536 Li4Y3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745139 Li4Cr2Fe3Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296971 FeSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753135 Ni17(As3O16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997159 CsHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178789 Zr6Ni2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211586 CaCu2(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752958 NbCo(PbO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196754 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557923 LiFe3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757128 La2FeAs2RuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216458 Y2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201675 TiNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771035 CsUVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756114 BaYFe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863375 VPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780133 Li2V3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282211 K3HoV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561538 Ba2NiWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757558 Fe6Sn2(CO)23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756764 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24835 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572287 LiNi2P3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850195 LiV(IO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-615444 Li2Si4NiO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754986 Li2CoSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274098 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754436 LaTaZnFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504723 MnNiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238037 CaMn3P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560575 La6Mo8O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19134 Na2TbMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755248 LiV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20968 Co2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037085 Ba4Sr4Co3Cu5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753926 Na5MoNO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-649195 Y2ZrWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1106049 Li5Ti2V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764415 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101185 LiVSiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-743872 AgMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772287 LiMgCr7(SO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217119 MgTi2MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766603 LiMn(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192859 Nd3W(ClO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-746670 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755571 MoPNO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752697 LiNi4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18992 VHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28902 CaMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557553 Fe3P8H26NO36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559456 KNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214680 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273212 MgCoBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753595 K3MoHS4O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561817 Li7Mn5O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1205190 KLiY2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753554 BaVPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554381 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215732 Li2VFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173859 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757114 Rb4V2S4O19 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761401 Tb2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7796 Li3Co3TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215349 CdMoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19466 CoB4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191084 VZnBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772093 Bi14MoO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222347 LiSm(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760974 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756993 BaMnF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555912 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-675580 LiFe(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624009 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849465 KV2PO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196938 SrLaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757170 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190466 Mn4Si3AsHO13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19049 Rb4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-531960 LiFeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214059 CaV5H19O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213125 Sr2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22608 CaVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753203 Ba3Dy2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754601 V2Zn3(Si2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213685 Ca(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25446 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036764 CrCo3C16NO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210292 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239492 Mn6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198002 ErMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210836 Fe3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25197 Mo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201718 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100490 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761172 BaV2ZnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037136 Sr2Li2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559869 Li3(NiO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1651584 BaSrNiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775412 NaVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753835 SrCoBiRuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1283877 K8Zr(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558369 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282537 UBi4WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772415 FeP2(PbO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653887 CsSc(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224533 TbSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763342 Na2VPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756268 BaV2H2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510725 Na3CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555873 LiCoPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194415 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766838 NiH12SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768397 CrTe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181863 CrN3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770416 NdCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7747 LiVF6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-554101 Li4Mn3Nb2Cu3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199096 CsMo2P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755415 CaMn3V4O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1283043 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177858 V(BrO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285900 Li3Cr5O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-565447 MgCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760242 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-647 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30084 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554181 MnZn2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213049 Li2V2SiGeO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200917 FeAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222845 PrMgCr2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1182650 Cs2Cr(NO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649957 Hg2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759994 DyWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699908 RbTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100675 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850438 Ce(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275124 Li3Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19275 TmCrO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768446 AlCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754548 Na3Mn2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781081 Li3Mn3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777794 Li2Co(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076247 Fe5O7F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209466 Li7Fe4(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19391 SrCa7Mn6Cr2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755094 RbPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558486 Fe4Te2(CO)11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201039 RbFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19388 V4(OF3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174128 Mg2MoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653788 Li3Cr4P2O8F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504196 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557147 Li3TiCo3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1213316 Cr2CoH20N6ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753249 Ba2ErV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744823 CoF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752622 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752897 Li6CoOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100518 Mg2Ta2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753686 LiMnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775103 VNO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275133 Cs3V4Te2ClO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176933 Nb3Co(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757335 Ni3P4H48(NO15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5828 Sr2Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504357 Rb2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177757 CoH3S2N5O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556966 VCuSe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706235 LiVCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7682 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237969 Rb7VSiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226781 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076747 MoPb3Cl2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210165 Li3Mn2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1577282 Sr2V3BiO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752495 ScV(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218399 Y2W2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779466 Ca2CrH2I2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197894 Li4Cr3GaO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218935 Li2Mn2P4H3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755580 Li5Mn3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1290806 MnTl2H2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218332 Ba2VFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557449 NaLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863298 KGd(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1100976 SrFe2S2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-35236 Mg30TiCoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174346 Li3Ni4SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765498 VF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558952 Mn2Hg(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-37614 Cs3La(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867845 Mn2Cd3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227842 LiMn(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176037 LiV2O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17269 HfVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177718 Ba2V2CuClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-132 SrMn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753446 Li12Ni11O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215102 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704550 TiMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013577 Ba2Fe2S2OF2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1191511 K3Rb5(Mo3O10)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768645 Li2Co(Si2O5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1638942 Eu2Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763484 Li3NbV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6454 VSnH9(CO)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201901 NiP2H24(C2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099890 MnPH2CO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272303 Li3Mn3CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764844 FeMoClO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1190442 VAg3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195871 Na5Tb(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19399 LiV(CO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19085 CsCrFeF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227483 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752736 MnTe(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177884 Ta2Zn2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194207 Na4Co2P(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175489 Li2VFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18968 Li2CrFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767576 LiNbFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754330 Co2C2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19239 NaV5H18N2O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698293 LiVFeP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755348 TmSbMo2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1224963 MnRe(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559435 NaVP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26220 LiMnSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756421 Sr2CoSe2(ClO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770614 Y2Cr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192455 Li3V(CO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699137 LiFeF4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-849394 SmCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196917 Li3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190622 MnVCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754492 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768584 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755396 K4Cr(NO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200763 VAgSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770688 Li4Ti2Nb3Fe3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105354 LiFe2P3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24050 CaVBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756075 LiV3Zn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195277 Rb2U2WO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776295 Mo2P2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211038 NaMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779335 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754654 Li3Fe4(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769093 MnWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754230 KMgIn(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218688 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103683 Li2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849425 FeCuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-996994 MgCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196585 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768598 LaV2O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176479 CsUVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18844 Ni2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1641442 CrH12C2(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777044 Ba2CdMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775200 Li2TiVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1191022 Cd(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755514 MgCrH22O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759453 CaBiMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1294618 FeBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-39995 CaCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273032 LiV3OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205988 Ca2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756217 LiVOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1003856 Co2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644003 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174606 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
