mp-1178577 Li6CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567247 CaLaTaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1094031 Tb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776285 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27494 LiFe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224890 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643086 Li6Mn5Fe(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626068 Fe5(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221327 Li2TiFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-9197 MnTl2H12(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626701 Na2CuMoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753568 MnAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704185 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197595 CoH19S3N5O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752488 MoPCl5O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675297 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1253145 CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772427 K2RbLaV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190668 Mn3Bi(CO)15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302039 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190204 VCu2BiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850876 Li2Fe2(CO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26093 V3ZnO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555455 CrSO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768421 CsV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226239 VSnPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767675 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555720 Ba2CaMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188203 Ca3Cr2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176606 La2Mn2Se2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755211 Co(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753797 K2LiMnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758396 K2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772546 Li4Mn(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207861 NdWNO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776661 MnCd4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752844 Ca2NiSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849459 MgMn4O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208042 BaCaV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201529 VCdBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752550 LiFeSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504997 LiV3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760312 Ba3V2O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227575 Rb2CoH12(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554393 LuMn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773099 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764642 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755167 RbSc(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19479 U2V2NiO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210092 Li4FeSb(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850194 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228399 NiBiAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182443 Li2NbCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1293037 Sr2LaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199136 CaNi3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17520 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757314 V12PbO30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690544 UCr4(H3O4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753828 Li3MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759893 V6O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103030 Li3V3Cr2O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177493 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616555 Co8(BiO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18922 Ba2FeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19202 NaVCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757919 LiMn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558850 KVH4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30539 Na3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19134 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197777 ErVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863396 CsCoH18N6(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770658 LiFe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777817 La8Ni4O17 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755123 KCoH6(N3O4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223350 Ba2Li3Y3(MoO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705033 K2ZnCr4(HO4)4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-753578 MnPH6NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759579 LiVOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771712 LiV4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209599 Eu3BWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558517 KY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174510 Li2FeCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-630641 Na3SiNiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758349 Rb2Mg2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770967 VIO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558836 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192384 NiH16C2S3N6O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779031 YSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767620 LiFe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558306 Pr2W2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744562 Sm2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744098 Li6Mn(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198169 BaMo4(PO8)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-849499 NaCaMgCr(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753283 VAg2O3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218146 Li6CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558509 Sr8Co8O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541075 Tl2V(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755908 Ga2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779348 KNaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100493 TlBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735701 Ni2BiB(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17502 V2H15(NO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772029 Cr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195415 Mn4P4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213009 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177745 Li2Cr3CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755739 SrCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777337 Ba2MnTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4123 KLiTb2(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24827 Na4NiH38(W3O20)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1103900 Yb2FeSbO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176681 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557663 Li5V(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755002 AlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20659 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24555 Sr2FeCuSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10602 CoTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195555 Na2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755561 NiPb2(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753865 Ca2MnAl2Si4BO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205367 NiH4SeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31600 Li4NiSn3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756223 K5In(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556255 VOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778489 LiCoPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752788 Sr3Fe2ClO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755042 Li2MgNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19894 K2Na2Mo(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226115 DyWClO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757839 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760194 Nb2WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684976 Li8MnFe7(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192188 CsY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705872 Tm3Fe5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774305 Li3Mo(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198915 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756125 Ca2MnFeSi4(HO3)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173988 CsTiNiOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756371 V6H2Pb4Se3O26 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-38131 LiGa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211333 Sm3Ti4CoO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867637 Cs2Mo7O22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767644 LiVP4(H2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196996 KMg30CoO32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1193468 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779070 MnOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101425 Li3Mn2(SeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775753 HoTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180216 Nd7V2BO17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28849 Li2MnSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-622258 NaLiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759940 La18Ni12O41 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642398 ScV(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639312 MnWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754491 LiCrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176619 NiSO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766011 Be(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211908 V2CdO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757406 K2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223342 UHg(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553947 Li2Fe2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177111 Li4MnV3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768086 Na2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777678 Li4Ti2Cr3Co3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214368 KVBP2HO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-565836 LiFe3P3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-891956 LiTiVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759009 VZnO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-762897 LiMnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758936 ScTl(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1099606 V2GePb5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636215 KMoIO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211292 Cs2V2H2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754904 V2Cu2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281428 Li2VFe(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28331 BaMn3(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105952 Ba3Co2(NO2)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276200 MnNi(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175063 KFe3P8(H11O18)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111099 VHgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510036 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1664125 Ca3ScCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777453 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754294 KVH6SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177945 Tl2Mo2P2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698567 Fe5CuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19400 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760972 CrSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735662 NiH6C2(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753346 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735510 LiVCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078969 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19386 Nb2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190629 Rb3MnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850215 NaV6O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190839 KVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561272 Sr3Fe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1539893 Li2VP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-705001 Li2Co2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772960 Sm2NiRuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195912 Li2MoP4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753449 Ca(Ni2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175368 MnZn(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-714885 Fe7(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111505 CsLiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850021 BaNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764847 CrP2Pb5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778254 Ca3Fe2Cl2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753488 MnC5(O2F)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-776041 Li2NbV(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769658 SrV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754620 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19184 Li2Cr3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562139 Ca2Co9O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222353 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22974 ThTeWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203448 CsTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19461 NiH14SO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105414 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218109 Rb3TbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228695 Th(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227032 LiAlCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560118 Tm2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761211 CsUVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203538 Li2FeP2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1104680 Sb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221303 Li2FeSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757613 Li2V3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761281 Pr5Te7MoCl3O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213953 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24620 Sr2ZrVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198664 VH10SO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753369 CsLa(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752589 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757931 Mg30TiCoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639205 CsFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177734 Zn(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279131 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760264 Li3TiFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744631 SrMg30NiO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223849 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625258 CrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555626 Li4FeSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1312822 Sr2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213695 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174346 K2TeMo2(PO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202912 Ca9LaTi4Mn6O30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209701 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768946 CaMnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176391 Li8Ni(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210165 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753265 SrFe2Se2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283577 Co5(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182419 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768093 Sr3NiPbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31628 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175616 Mn2CdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570380 Ba2Mn2As2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211677 CsMnH4(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556220 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757708 Pr2Te4MoO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18721 Cr(NO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24125 Mo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867518 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755283 MnH4(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763317 Na2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758125 BaCaNiF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-584637 Ni(NF7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850401 Li2Mn3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626088 Na2TbMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203869 VP3(Pb3O8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1645496 ScVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18973 LiMo2P3O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176179 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1106049 Li2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756546 Ba2NdV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223657 BaYMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560175 Na2Cr(HO)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661313 Sr2CoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176247 Li2CoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19085 Ba2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1569040 Sr5V3O12F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209427 KCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555776 Fe2(TeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19305 VF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194343 Li4Mn3Fe3(TeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222526 Cs2MnV2(BrO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198299 RbNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26089 Li3Ni(SbO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197894 Na14Mn2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756967 LiScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190901 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554901 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198060 VOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715598 Na2YPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100931 K3ReMoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17159 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217104 Mg2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272954 Na2TmMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19021 TiCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276717 VAgHgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12771 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198345 CaV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755584 BaBi12Mo5O34 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778756 Fe2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104384 Rb3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849329 Co6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758482 Nd2Te3MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213187 Ca2FeCuSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573422 Li6CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
